"index","gender","car","reality","child_num","income_total","income_type","edu_type","family_type","house_type","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","work_phone","phone","email","occyp_type","family_size","begin_month","credit"
9276,"F","Y","N",1,180000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-15934,-3328,1,0,0,0,"Cleaning staff",3,-39,"bad"
9277,"M","Y","Y",1,144000,"Working","Secondary / secondary special","Married","House / apartment",-11790,-1222,1,0,0,0,"Laborers",3,-23,"good"
9278,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-17427,365243,1,0,0,0,"",2,-11,"bad"
9279,"F","N","Y",0,270000,"Working","Secondary / secondary special","Separated","House / apartment",-18340,-2052,1,0,0,1,"Laborers",1,-33,"good"
9280,"F","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-8573,-121,1,0,0,1,"Accountants",2,-6,"bad"
9281,"F","N","Y",1,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-12008,-138,1,0,0,0,"Sales staff",2,-55,"bad"
9282,"F","N","Y",0,135000,"Commercial associate","Incomplete higher","Married","House / apartment",-10906,-1619,1,0,0,1,"",2,-40,"bad"
9283,"F","N","Y",0,121500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-18513,-8163,1,0,0,0,"High skill tech staff",2,-31,"bad"
9284,"F","N","N",0,126000,"State servant","Secondary / secondary special","Married","House / apartment",-18166,-3666,1,1,0,0,"Medicine staff",2,-49,"bad"
9285,"M","N","Y",0,391500,"Working","Secondary / secondary special","Separated","House / apartment",-17522,-1526,1,0,0,0,"Security staff",1,-22,"good"
9286,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-17230,-7888,1,1,0,0,"Managers",2,-21,"bad"
9287,"F","Y","Y",0,185400,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23584,365243,1,0,0,0,"",1,-17,"good"
9288,"M","Y","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-18613,-3883,1,0,0,0,"Laborers",3,-10,"bad"
9289,"M","N","Y",0,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-23674,-2087,1,0,0,0,"Security staff",2,-4,"good"
9290,"M","Y","Y",0,180000,"Working","Secondary / secondary special","Single / not married","With parents",-8326,-857,1,0,0,0,"Drivers",1,-2,"good"
9291,"F","N","Y",0,54000,"Working","Secondary / secondary special","Married","House / apartment",-18651,-7752,1,1,1,0,"",2,-9,"bad"
9292,"M","N","N",0,144000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16621,-221,1,0,0,0,"",2,-10,"bad"
9293,"M","N","Y",0,180000,"Working","Incomplete higher","Single / not married","House / apartment",-10305,-210,1,0,0,1,"Laborers",1,-4,"bad"
9294,"M","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-11474,-583,1,0,0,0,"",2,-9,"bad"
9295,"M","Y","Y",0,292500,"Working","Higher education","Married","House / apartment",-10297,-2231,1,0,0,0,"Managers",2,-33,"bad"
9296,"M","N","N",0,180000,"State servant","Secondary / secondary special","Married","Office apartment",-10374,-1455,1,1,0,0,"Managers",2,-39,"good"
9297,"F","N","N",0,135000,"Commercial associate","Higher education","Married","House / apartment",-13128,-2044,1,0,0,0,"Laborers",2,-50,"bad"
9298,"F","N","Y",1,157500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-12676,-1350,1,0,0,0,"Waiters/barmen staff",2,0,"good"
9299,"F","Y","Y",0,54000,"State servant","Secondary / secondary special","Single / not married","House / apartment",-8627,-1537,1,0,0,0,"Medicine staff",1,-8,"bad"
9300,"M","N","N",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-9275,-493,1,0,0,0,"Laborers",1,-3,"good"
9301,"M","N","N",0,189000,"State servant","Secondary / secondary special","Married","House / apartment",-15752,-2770,1,0,0,0,"Core staff",2,-19,"bad"
9302,"F","N","Y",0,202500,"Working","Higher education","Single / not married","House / apartment",-15598,-7786,1,1,1,0,"Core staff",1,-57,"bad"
9303,"F","N","N",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-12161,-127,1,1,0,0,"Cooking staff",4,-35,"good"
9304,"M","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17975,-3476,1,0,0,0,"Drivers",2,-32,"good"
9305,"F","Y","Y",0,270000,"Commercial associate","Higher education","Married","House / apartment",-19960,-5679,1,0,0,0,"Accountants",2,-30,"bad"
9306,"M","N","Y",1,202500,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-12440,-503,1,0,1,0,"Core staff",2,-27,"bad"
9307,"M","N","N",1,157500,"Working","Higher education","Married","House / apartment",-12348,-380,1,0,1,0,"",3,-43,"bad"
9308,"F","Y","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24121,365243,1,0,0,0,"",2,-18,"bad"
9309,"F","N","Y",0,144000,"Working","Higher education","Single / not married","House / apartment",-13190,-4943,1,0,0,0,"",1,-27,"good"
9310,"M","N","N",1,225000,"Commercial associate","Secondary / secondary special","Married","With parents",-17868,-1912,1,0,0,0,"Drivers",3,-7,"bad"
9311,"F","N","Y",0,450000,"State servant","Secondary / secondary special","Married","House / apartment",-12998,-101,1,0,1,0,"Core staff",2,-58,"good"
9312,"F","N","N",0,135000,"Working","Secondary / secondary special","Widow","House / apartment",-15888,-500,1,1,1,0,"Laborers",1,-42,"bad"
9313,"F","Y","Y",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14667,-1422,1,0,0,0,"Sales staff",2,-31,"bad"
9314,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-15662,-2694,1,0,0,0,"Sales staff",2,-8,"bad"
9315,"F","N","Y",0,540000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18964,-1442,1,0,1,0,"Managers",2,-41,"bad"
9316,"M","N","Y",0,364500,"Working","Secondary / secondary special","Married","House / apartment",-8351,-672,1,0,0,0,"Laborers",2,-15,"good"
9317,"M","Y","Y",0,360000,"Working","Higher education","Married","House / apartment",-19958,-7465,1,0,0,0,"Laborers",2,-25,"good"
9318,"M","Y","Y",0,83250,"Working","Secondary / secondary special","Married","House / apartment",-20592,-6230,1,1,1,1,"",2,-54,"bad"
9319,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-22699,-2781,1,1,1,0,"Medicine staff",2,-46,"good"
9320,"F","N","Y",1,135000,"Commercial associate","Incomplete higher","Married","House / apartment",-10288,-2616,1,1,1,0,"Managers",3,-27,"good"
9321,"F","N","Y",0,247500,"Commercial associate","Higher education","Single / not married","House / apartment",-13788,-3822,1,1,1,0,"Laborers",1,-20,"bad"
9322,"F","N","N",2,73350,"Working","Secondary / secondary special","Married","House / apartment",-14321,-7068,1,0,0,0,"Medicine staff",4,-24,"good"
9323,"F","N","Y",1,405000,"State servant","Higher education","Married","House / apartment",-12732,-4520,1,0,0,0,"Core staff",3,-34,"bad"
9324,"M","N","N",2,216000,"Working","Secondary / secondary special","Married","House / apartment",-14740,-1040,1,0,1,0,"Laborers",4,-2,"good"
9325,"F","Y","N",1,90000,"State servant","Secondary / secondary special","Married","Municipal apartment",-13891,-7080,1,1,1,0,"Medicine staff",3,-28,"bad"
9326,"F","N","Y",1,81000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16591,-8254,1,0,0,0,"Core staff",3,-38,"bad"
9327,"F","N","Y",0,135000,"Commercial associate","Higher education","Married","House / apartment",-8961,-923,1,1,0,1,"Core staff",2,-7,"good"
9328,"M","N","N",1,135000,"Pensioner","Lower secondary","Married","House / apartment",-19128,365243,1,0,1,0,"",3,-12,"bad"
9329,"F","Y","Y",0,99000,"Pensioner","Higher education","Single / not married","House / apartment",-18352,365243,1,0,1,0,"",1,-60,"bad"
9330,"F","N","N",0,202500,"Commercial associate","Incomplete higher","Single / not married","House / apartment",-21381,-156,1,0,0,0,"Managers",1,-32,"bad"
9331,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-14756,-567,1,0,0,0,"",1,-1,"good"
9332,"F","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-14926,-789,1,0,0,0,"Cooking staff",2,-35,"bad"
9333,"F","N","N",0,90000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-10731,-885,1,0,0,0,"Sales staff",1,-11,"bad"
9334,"M","N","N",2,202500,"Working","Lower secondary","Married","House / apartment",-13593,-2546,1,1,0,0,"Laborers",4,-16,"good"
9335,"M","N","N",0,315000,"Working","Secondary / secondary special","Married","House / apartment",-10860,-1001,1,1,0,0,"Security staff",2,-16,"good"
9336,"F","N","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-20037,-4091,1,1,1,0,"Sales staff",2,-31,"bad"
9337,"F","Y","N",4,202500,"State servant","Secondary / secondary special","Married","House / apartment",-14555,-1838,1,1,0,0,"Core staff",6,-26,"bad"
9338,"M","Y","Y",1,202500,"Commercial associate","Higher education","Married","House / apartment",-8814,-818,1,0,0,0,"Drivers",3,-35,"bad"
9339,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23365,365243,1,0,0,0,"",2,-28,"good"
9340,"M","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13188,-227,1,0,0,0,"Managers",2,-4,"bad"
9341,"F","Y","Y",1,391500,"Commercial associate","Higher education","Married","House / apartment",-17423,-472,1,0,1,0,"Managers",3,-33,"good"
9342,"F","N","Y",2,90000,"Working","Higher education","Married","House / apartment",-12496,-597,1,0,0,0,"",4,-51,"good"
9343,"F","N","Y",1,81000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16591,-8254,1,0,0,0,"Core staff",3,-21,"bad"
9344,"M","N","Y",0,211500,"Commercial associate","Higher education","Married","House / apartment",-23248,-5576,1,1,0,0,"Laborers",2,-15,"bad"
9345,"F","Y","Y",0,225000,"State servant","Secondary / secondary special","Married","House / apartment",-18110,-2074,1,0,0,0,"Managers",2,-34,"bad"
9346,"F","N","Y",0,103500,"Commercial associate","Higher education","Civil marriage","With parents",-9088,-2174,1,0,0,0,"",2,-43,"bad"
9347,"F","N","N",1,54000,"Pensioner","Lower secondary","Married","House / apartment",-12129,365243,1,0,0,0,"",3,-8,"good"
9348,"M","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-9530,-430,1,1,0,0,"Security staff",1,-8,"good"
9349,"M","Y","Y",1,144000,"Working","Secondary / secondary special","Married","House / apartment",-13509,-1028,1,0,0,0,"Laborers",3,-33,"bad"
9350,"F","N","Y",0,157500,"Working","Higher education","Married","House / apartment",-17791,-5072,1,0,0,0,"",2,-24,"bad"
9351,"F","N","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-20450,-12995,1,0,0,0,"Laborers",2,-9,"bad"
9352,"M","Y","Y",2,225000,"Working","Secondary / secondary special","Married","Rented apartment",-12997,-5469,1,0,0,0,"",4,-19,"good"
9353,"F","N","Y",0,54000,"Pensioner","Lower secondary","Married","House / apartment",-22276,365243,1,0,0,0,"",2,-32,"good"
9354,"F","N","Y",0,157500,"State servant","Higher education","Married","House / apartment",-9313,-615,1,0,0,0,"",2,-6,"bad"
9355,"M","Y","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-16898,-1018,1,1,0,0,"Laborers",2,-49,"good"
9356,"F","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-16546,-1995,1,0,0,0,"Core staff",1,-28,"bad"
9357,"F","N","Y",0,165600,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21383,365243,1,0,1,0,"",1,-29,"good"
9358,"M","N","Y",0,189000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20903,-308,1,0,0,0,"Laborers",2,-7,"bad"
9359,"M","N","Y",0,180000,"Working","Lower secondary","Civil marriage","House / apartment",-13024,-2191,1,0,0,0,"Managers",2,-39,"bad"
9360,"M","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-13525,-986,1,0,0,0,"Laborers",2,-34,"bad"
9361,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21833,365243,1,0,0,0,"",2,-31,"bad"
9362,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","With parents",-10014,-592,1,1,1,0,"Core staff",2,-59,"good"
9363,"M","Y","N",1,225000,"State servant","Higher education","Married","House / apartment",-13179,-3100,1,0,0,0,"Managers",3,-45,"good"
9364,"F","N","N",2,180000,"State servant","Higher education","Married","House / apartment",-13727,-5215,1,0,0,0,"Managers",4,-53,"good"
9365,"M","N","Y",1,225000,"State servant","Secondary / secondary special","Married","House / apartment",-9183,-2054,1,0,0,0,"Drivers",3,-11,"good"
9366,"F","N","Y",0,247500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-17862,-212,1,0,0,0,"Laborers",2,-28,"good"
9367,"F","Y","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24121,365243,1,0,0,0,"",2,-29,"bad"
9368,"F","N","Y",0,315000,"Commercial associate","Higher education","Separated","House / apartment",-17752,-2380,1,1,1,0,"Accountants",1,-47,"bad"
9369,"F","N","N",0,126000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-13658,-6383,1,1,1,0,"Sales staff",2,-26,"bad"
9370,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23130,365243,1,0,1,0,"",1,-15,"bad"
9371,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10438,-2264,1,0,1,0,"",2,-34,"bad"
9372,"M","Y","Y",2,180000,"Working","Higher education","Married","House / apartment",-13174,-2477,1,0,0,0,"Managers",4,-42,"bad"
9373,"F","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-16415,-3054,1,0,0,1,"Private service staff",3,-6,"good"
9374,"F","N","N",1,135000,"Commercial associate","Secondary / secondary special","Married","With parents",-13689,-1172,1,0,0,0,"Sales staff",3,-19,"bad"
9375,"F","Y","Y",0,252000,"Commercial associate","Higher education","Married","House / apartment",-15034,-444,1,0,0,0,"Managers",2,-23,"bad"
9376,"F","N","N",0,180000,"Commercial associate","Higher education","Single / not married","With parents",-8912,-1017,1,0,0,0,"",1,-8,"bad"
9377,"F","N","N",0,180000,"Commercial associate","Higher education","Single / not married","With parents",-8912,-1017,1,0,0,0,"",1,-18,"bad"
9378,"F","Y","N",1,247500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-15090,-6495,1,0,0,0,"Sales staff",2,-21,"bad"
9379,"F","N","N",0,112500,"State servant","Secondary / secondary special","Widow","House / apartment",-19295,-5246,1,1,0,0,"",1,-48,"bad"
9380,"F","N","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-19205,-1552,1,1,1,0,"",2,-22,"bad"
9381,"M","Y","Y",1,198000,"Working","Secondary / secondary special","Married","House / apartment",-15427,-3307,1,1,1,0,"Drivers",3,-12,"bad"
9382,"F","N","Y",1,391500,"Working","Higher education","Married","House / apartment",-14066,-3027,1,0,0,0,"",3,-16,"bad"
9383,"F","N","Y",1,180000,"Working","Secondary / secondary special","Married","House / apartment",-15116,-2284,1,0,0,0,"Laborers",3,-10,"good"
9384,"M","Y","N",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-9883,-780,1,1,0,0,"Sales staff",1,-35,"good"
9385,"F","N","Y",0,90000,"Working","Higher education","Married","House / apartment",-11510,-140,1,1,1,0,"Medicine staff",2,-57,"bad"
9386,"F","Y","N",0,315000,"Working","Higher education","Married","Co-op apartment",-13064,-2286,1,1,0,0,"Medicine staff",2,-19,"good"
9387,"F","Y","N",1,405000,"Commercial associate","Incomplete higher","Married","House / apartment",-16038,-157,1,0,0,0,"Sales staff",3,-52,"bad"
9388,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-22575,365243,1,0,0,0,"",1,-41,"bad"
9389,"M","Y","N",0,99000,"Working","Secondary / secondary special","Married","House / apartment",-21036,-1252,1,1,0,0,"Drivers",2,-12,"good"
9390,"F","N","Y",1,72000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-8054,-389,1,1,0,0,"Core staff",3,-3,"bad"
9391,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-21195,-3913,1,1,1,0,"",2,-56,"good"
9392,"F","Y","Y",2,135000,"State servant","Secondary / secondary special","Married","House / apartment",-14683,-5355,1,0,0,0,"Sales staff",4,-33,"good"
9393,"M","Y","N",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17455,-1321,1,0,0,0,"Drivers",2,-2,"good"
9394,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-9955,-2036,1,0,0,0,"",2,-15,"bad"
9395,"M","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-9220,-1473,1,0,0,0,"Core staff",1,-47,"good"
9396,"F","N","Y",0,315000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-20298,365243,1,0,0,0,"",2,-39,"bad"
9397,"F","N","Y",0,101250,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22059,365243,1,0,1,0,"",1,-2,"good"
9398,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","Municipal apartment",-11688,-1162,1,1,0,0,"Laborers",2,-40,"good"
9399,"M","Y","Y",0,360000,"Commercial associate","Incomplete higher","Married","House / apartment",-19834,-477,1,0,0,0,"Managers",2,-11,"bad"
9400,"F","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-18749,-2542,1,0,0,0,"Sales staff",2,-4,"good"
9401,"F","Y","N",1,405000,"Working","Secondary / secondary special","Married","Rented apartment",-13810,-1678,1,1,1,1,"Core staff",3,-5,"bad"
9402,"F","N","Y",1,67500,"Commercial associate","Higher education","Married","House / apartment",-9122,-1567,1,0,0,1,"Waiters/barmen staff",3,-22,"bad"
9403,"F","N","Y",0,56250,"Pensioner","Secondary / secondary special","Married","House / apartment",-24058,365243,1,0,1,0,"",2,-42,"good"
9404,"F","N","Y",0,67500,"Working","Higher education","Married","House / apartment",-10728,-1081,1,1,1,0,"",2,-56,"bad"
9405,"M","Y","Y",2,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13596,-2264,1,0,0,0,"Laborers",4,-41,"good"
9406,"F","N","Y",0,247500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23280,365243,1,0,0,0,"",1,-9,"bad"
9407,"F","N","Y",1,135000,"Working","Secondary / secondary special","Civil marriage","With parents",-11567,-655,1,0,0,1,"Sales staff",3,-39,"bad"
9408,"F","N","N",0,189000,"Working","Secondary / secondary special","Married","Municipal apartment",-18452,-137,1,0,0,0,"Laborers",2,-46,"bad"
9409,"F","N","Y",0,211500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22099,365243,1,0,1,0,"",2,-4,"good"
9410,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-13137,-2392,1,1,1,0,"Waiters/barmen staff",2,-30,"bad"
9411,"M","Y","Y",3,180000,"Working","Secondary / secondary special","Married","House / apartment",-14192,-824,1,1,1,0,"High skill tech staff",5,-60,"bad"
9412,"F","N","Y",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-17538,-7676,1,0,1,0,"Private service staff",1,-4,"good"
9413,"F","N","N",0,90000,"State servant","Higher education","Married","House / apartment",-13754,-2891,1,1,1,0,"",2,-38,"bad"
9414,"F","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-14284,-4267,1,0,0,0,"Cooking staff",3,-33,"good"
9415,"F","N","Y",0,324000,"Working","Secondary / secondary special","Separated","House / apartment",-16120,-1557,1,0,0,0,"High skill tech staff",1,-7,"bad"
9416,"M","N","Y",0,148500,"Working","Secondary / secondary special","Married","House / apartment",-11963,-3246,1,0,0,0,"Laborers",2,-33,"good"
9417,"F","N","Y",0,112500,"Commercial associate","Higher education","Married","House / apartment",-9890,-719,1,0,0,0,"",2,-8,"bad"
9418,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-12322,-3717,1,0,0,0,"Core staff",2,-36,"good"
9419,"F","N","Y",1,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9923,-1900,1,0,0,0,"Core staff",3,-4,"good"
9420,"M","Y","Y",0,135000,"Working","Lower secondary","Married","With parents",-9981,-1866,1,0,0,1,"Laborers",2,-22,"bad"
9421,"F","Y","N",1,135000,"Working","Higher education","Civil marriage","Rented apartment",-12579,-1654,1,0,0,0,"",3,-21,"good"
9422,"F","Y","N",1,67500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11154,-231,1,1,1,0,"",3,-14,"bad"
9423,"F","N","Y",0,166500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21214,365243,1,0,0,0,"",1,-14,"good"
9424,"M","N","N",0,270000,"Working","Secondary / secondary special","Married","With parents",-11768,-622,1,1,1,0,"Laborers",2,-26,"bad"
9425,"F","N","Y",0,40500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21177,365243,1,0,0,0,"",2,-33,"bad"
9426,"M","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9984,-2606,1,0,0,0,"Laborers",2,-41,"good"
9427,"F","N","Y",0,202500,"Working","Higher education","Married","House / apartment",-19444,-2832,1,0,0,0,"",2,-50,"bad"
9428,"F","N","Y",3,135000,"Working","Secondary / secondary special","Married","House / apartment",-15083,-1664,1,0,0,0,"Sales staff",5,-23,"bad"
9429,"F","N","Y",0,112500,"Working","Secondary / secondary special","Separated","House / apartment",-15817,-2407,1,0,1,0,"Medicine staff",1,-44,"bad"
9430,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-16086,-320,1,0,1,0,"Laborers",2,-22,"bad"
9431,"M","Y","Y",2,337500,"State servant","Secondary / secondary special","Married","Office apartment",-12977,-3970,1,0,0,0,"Laborers",4,-9,"bad"
9432,"F","N","Y",0,121500,"Commercial associate","Higher education","Married","House / apartment",-17046,-1410,1,0,1,0,"Accountants",2,-35,"bad"
9433,"M","N","Y",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-20603,-1175,1,0,0,0,"Laborers",1,-41,"bad"
9434,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20495,365243,1,0,1,0,"",2,-6,"bad"
9435,"F","Y","Y",0,94500,"Working","Secondary / secondary special","Married","House / apartment",-18095,-10364,1,0,0,0,"High skill tech staff",2,-40,"good"
9436,"M","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-16165,-848,1,1,0,0,"Laborers",2,-36,"bad"
9437,"F","N","N",0,247500,"Commercial associate","Higher education","Single / not married","With parents",-8559,-382,1,0,0,0,"",1,-3,"good"
9438,"F","Y","Y",0,292500,"Commercial associate","Higher education","Single / not married","House / apartment",-16930,-8995,1,0,0,0,"High skill tech staff",1,-26,"good"
9439,"F","N","N",0,135000,"Pensioner","Higher education","Married","Municipal apartment",-19700,365243,1,0,0,0,"",2,-21,"bad"
9440,"M","Y","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-20627,-178,1,0,0,0,"Drivers",2,-31,"good"
9441,"F","Y","Y",1,391500,"Commercial associate","Higher education","Married","House / apartment",-17423,-472,1,0,1,0,"Managers",3,-16,"bad"
9442,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-20240,-5150,1,0,0,0,"Security staff",2,-6,"bad"
9443,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20843,365243,1,0,1,0,"",2,-54,"bad"
9444,"F","N","N",0,180000,"Working","Secondary / secondary special","Separated","House / apartment",-13774,-2684,1,0,0,0,"Cooking staff",1,-17,"good"
9445,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-17795,-2450,1,0,0,1,"Managers",2,-46,"bad"
9446,"F","N","Y",1,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17106,-2849,1,0,0,0,"Managers",3,-55,"bad"
9447,"F","N","Y",0,126000,"Commercial associate","Higher education","Separated","House / apartment",-16236,-3000,1,0,0,0,"Managers",1,-39,"bad"
9448,"M","Y","Y",1,360000,"Commercial associate","Higher education","Married","Rented apartment",-10821,-2847,1,0,0,0,"Managers",3,-32,"good"
9449,"M","Y","Y",2,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",-16957,365243,1,0,0,0,"",4,-7,"bad"
9450,"F","N","Y",0,40500,"Pensioner","Lower secondary","Married","House / apartment",-23933,365243,1,0,0,0,"",2,-59,"good"
9451,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-21664,365243,1,0,1,0,"",2,-16,"good"
9452,"F","Y","N",0,202500,"Commercial associate","Secondary / secondary special","Civil marriage","With parents",-14228,-5330,1,0,1,0,"",2,-58,"good"
9453,"F","N","Y",0,306000,"Commercial associate","Higher education","Married","House / apartment",-14897,-3435,1,1,1,1,"",2,-8,"bad"
9454,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-10535,-3819,1,1,1,0,"Laborers",2,-8,"bad"
9455,"F","Y","Y",0,306000,"Working","Higher education","Married","House / apartment",-13505,-1234,1,0,0,0,"Managers",2,-17,"bad"
9456,"M","Y","N",0,247500,"State servant","Higher education","Married","With parents",-12118,-2313,1,1,1,1,"Core staff",2,-16,"bad"
9457,"F","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-12017,-192,1,0,0,0,"Sales staff",3,-49,"good"
9458,"F","N","N",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22968,365243,1,0,0,0,"",1,-59,"bad"
9459,"M","Y","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-9952,-1613,1,0,0,0,"",1,-21,"good"
9460,"F","N","N",0,90000,"Working","Secondary / secondary special","Single / not married","With parents",-11352,-308,1,0,0,0,"Sales staff",1,-2,"good"
9461,"M","N","Y",1,180000,"Working","Secondary / secondary special","Married","House / apartment",-18077,-3616,1,0,0,0,"Drivers",3,-24,"bad"
9462,"F","N","N",0,270000,"Working","Secondary / secondary special","Separated","House / apartment",-21394,-6576,1,0,0,0,"Medicine staff",1,-43,"bad"
9463,"F","N","Y",0,405000,"Commercial associate","Secondary / secondary special","Married","With parents",-14585,-3400,1,1,1,0,"Laborers",2,-20,"bad"
9464,"F","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-18950,-1002,1,1,1,0,"Cooking staff",2,-36,"good"
9465,"F","N","Y",1,76500,"Working","Secondary / secondary special","Married","House / apartment",-11185,-1405,1,0,0,1,"Medicine staff",3,-22,"bad"
9466,"M","Y","Y",0,247500,"Working","Secondary / secondary special","Single / not married","With parents",-11490,-826,1,1,0,0,"Drivers",1,-13,"good"
9467,"F","N","N",1,90000,"Working","Secondary / secondary special","Married","Municipal apartment",-15655,-1191,1,0,0,0,"Sales staff",3,-29,"bad"
9468,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20560,-661,1,0,0,0,"Sales staff",2,-1,"good"
9469,"F","N","N",0,171000,"State servant","Secondary / secondary special","Single / not married","House / apartment",-19570,-1625,1,0,0,0,"Laborers",1,-16,"good"
9470,"F","Y","Y",2,675000,"Working","Higher education","Married","House / apartment",-13567,-1175,1,0,0,0,"HR staff",4,-53,"good"
9471,"F","N","Y",0,171000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23153,365243,1,0,1,0,"",2,-33,"good"
9472,"M","N","N",0,81000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14211,-158,1,1,0,0,"Low-skill Laborers",2,-12,"bad"
