"X","user_seq","rent_date","rent_place","bike_id","return_place","return_date","using_time","dist","user_age","user_type","bill_type","rent_hour","rent_days","rent_wdays","return_hour","return_day","return_wdays","month","region"
1008730,19318752,"2019-03-02 21:43:15","ST-1351","19B00800003CF4","ST-1712","2019-03-02 21:48:05",4,790,"AGE_002","USR_001","BIL_002",21,2,7,21,2,7,3,"강서구"
1008906,19318954,"2019-03-02 20:12:35","ST-1045","19B00900004D40","ST-503","2019-03-02 21:58:29",103,1610,"AGE_006","USR_001","BIL_014",20,2,7,21,2,7,3,"강동구"
1008975,19319029,"2019-03-02 21:58:33","ST-1332","19B00900004CB3","ST-568","2019-03-02 22:02:29",3,40680,"AGE_002","USR_001","BIL_004",21,2,7,22,2,7,3,"중랑구"
1009223,19319291,"2019-03-02 21:34:38","ST-840","19B00800002DBB","ST-745","2019-03-02 22:15:22",39,11470,"AGE_002","USR_001","BIL_014",21,2,7,22,2,7,3,"송파구"
1009237,19319305,"2019-03-02 22:02:50","ST-249","19B0060000034A","ST-1198","2019-03-02 22:16:00",12,0,"AGE_002","USR_001","BIL_004",22,2,7,22,2,7,3,"성동구"
1009303,19319375,"2019-03-02 21:50:57","ST-524","19B006000007C2","ST-1718","2019-03-02 22:19:17",28,3910,"AGE_002","USR_001","BIL_015",21,2,7,22,2,7,3,"강서구"
1009316,19319388,"2019-03-02 21:57:03","ST-452","19B0080000214D","ST-469","2019-03-02 22:19:56",21,3740,"AGE_002","USR_001","BIL_004",21,2,7,22,2,7,3,"은평구"
1009353,19319428,"2019-03-02 22:17:17","ST-42","19B00800002DFC","ST-1190","2019-03-02 22:22:06",4,560,"AGE_002","USR_001","BIL_014",22,2,7,22,2,7,3,"서대문구"
1009464,19319548,"2019-03-02 22:20:03","ST-1649","19B00900004690","ST-1319","2019-03-02 22:27:29",7,910,"AGE_002","USR_001","BIL_006",22,2,7,22,2,7,3,"영등포구"
1009536,19319628,"2019-03-02 20:44:05","ST-216","19B00700000DCA","ST-297","2019-03-02 22:31:17",106,7290,"AGE_002","USR_001","BIL_016",20,2,7,22,2,7,3,"서대문구"
1009616,19319714,"2019-03-02 22:30:13","ST-192","19B00800003560","ST-1670","2019-03-02 22:35:32",4,780,"AGE_005","USR_001","BIL_005",22,2,7,22,2,7,3,"중구"
1009922,19320056,"2019-03-02 22:46:04","ST-68","19B00700000C20","ST-73","2019-03-02 22:54:46",8,1240,"AGE_004","USR_001","BIL_014",22,2,7,22,2,7,3,"영등포구"
1009966,19320104,"2019-03-02 21:56:32","ST-1699","19B00900004761","ST-920","2019-03-02 22:57:02",60,8650,"AGE_008","USR_003","BIL_017",21,2,7,22,2,7,3,"영등포구"
1009983,19320121,"2019-03-02 22:52:42","ST-459","19B00800003643","ST-448","2019-03-02 22:57:51",4,730,"AGE_002","USR_001","BIL_004",22,2,7,22,2,7,3,"은평구"
1010144,19320295,"2019-03-02 22:15:02","ST-702","19B00800003E9E","ST-702","2019-03-02 23:06:17",50,9870,"AGE_002","USR_001","BIL_006",22,2,7,23,2,7,3,"관악구"
1010242,19320401,"2019-03-02 23:00:48","ST-295","19B00800001992","ST-292","2019-03-02 23:11:21",10,1670,"AGE_003","USR_001","BIL_015",23,2,7,23,2,7,3,"영등포구"
1010399,19320571,"2019-03-02 22:15:01","ST-1279","19B008000033B7","ST-1303","2019-03-02 23:19:45",60,10730,"AGE_002","USR_001","BIL_016",22,2,7,23,2,7,3,"노원구"
1010589,19320766,"2019-03-02 23:23:18","ST-9","19B00700001831","ST-211","2019-03-02 23:31:05",7,1700,"AGE_003","USR_001","BIL_015",23,2,7,23,2,7,3,"마포구"
1010726,19320914,"2019-03-02 23:23:30","ST-588","19B0090000478D","ST-856","2019-03-02 23:40:20",16,2190,"AGE_002","USR_001","BIL_014",23,2,7,23,2,7,3,"중랑구"
1011160,19321434,"2019-03-02 23:39:38","ST-520","19B008000018D7","ST-829","2019-03-03 00:10:42",30,4050,"AGE_002","USR_001","BIL_012",23,2,7,0,3,1,3,"강서구"
1011199,19321531,"2019-03-02 22:30:32","ST-212","19B0080000272D","ST-212","2019-03-03 00:16:48",105,8070,"AGE_002","USR_001","BIL_016",22,2,7,0,3,1,3,"마포구"
1011289,19321927,"2019-03-02 23:49:00","ST-875","19B00700000A89","ST-1350","2019-03-03 00:37:32",48,9220,"AGE_002","USR_001","BIL_002",23,2,7,0,3,1,3,"구로구"
1011338,19322864,"2019-03-02 23:51:45","ST-1690","19B00800001FF2","ST-568","2019-03-03 01:35:30",99,18420,"AGE_002","USR_001","BIL_012",23,2,7,1,3,1,3,"광진구"
1011385,19321406,"2019-03-03 00:02:08","ST-220","19B008000041FA","ST-1643","2019-03-03 00:09:01",6,1410,"AGE_005","USR_001","BIL_004",0,3,1,0,3,1,3,"서대문구"
1011394,19321421,"2019-03-03 00:07:31","ST-240","19B007000010E6","ST-1599","2019-03-03 00:10:02",2,790,"AGE_003","USR_001","BIL_004",0,3,1,0,3,1,3,"성동구"
1011423,19321493,"2019-03-03 00:04:19","ST-1320","19B009000048DF","ST-662","2019-03-03 00:13:40",8,2020,"AGE_003","USR_001","BIL_004",0,3,1,0,3,1,3,"영등포구"
1011579,19321745,"2019-03-03 00:06:24","ST-901","19B00800003AA9","ST-1089","2019-03-03 00:29:10",22,3690,"AGE_001","USR_001","BIL_002",0,3,1,0,3,1,3,"송파구"
1011603,19321778,"2019-03-03 00:20:51","ST-97","19B0080000298D","ST-259","2019-03-03 00:31:10",9,1970,"AGE_001","USR_001","BIL_002",0,3,1,0,3,1,3,"광진구"
1011830,19322073,"2019-03-03 00:14:22","ST-311","19B00800003695","ST-431","2019-03-03 00:45:40",30,5590,"AGE_002","USR_001","BIL_002",0,3,1,0,3,1,3,"양천구"
1012215,19322531,"2019-03-03 00:17:08","ST-1730","19B00900004793","ST-1305","2019-03-03 01:12:47",55,10720,"AGE_003","USR_001","BIL_004",0,3,1,1,3,1,3,"송파구"
1012246,19322567,"2019-03-03 01:08:55","ST-1084","19B00800003E65","ST-838","2019-03-03 01:16:17",6,1130,"AGE_005","USR_001","BIL_015",1,3,1,1,3,1,3,"송파구"
1012497,19322846,"2019-03-03 00:39:22","ST-255","19B00700000FD3","ST-97","2019-03-03 01:34:16",54,6570,"AGE_002","USR_001","BIL_006",0,3,1,1,3,1,3,"광진구"
1012723,19323108,"2019-03-03 01:38:09","ST-828","19B00800002571","ST-1519","2019-03-03 01:53:28",14,3260,"AGE_008","USR_003","BIL_007",1,3,1,1,3,1,3,"강서구"
1012746,19323131,"2019-03-03 01:40:56","ST-194","19B00800003835","ST-333","2019-03-03 01:54:55",13,2920,"AGE_004","USR_001","BIL_015",1,3,1,1,3,1,3,"중구"
1012822,19323224,"2019-03-03 01:46:46","ST-1455","19B00700001076","ST-1202","2019-03-03 02:01:00",13,440,"AGE_003","USR_001","BIL_005",1,3,1,2,3,1,3,"성북구"
1012827,19323229,"2019-03-03 01:15:31","ST-1577","19B007000009ED","ST-958","2019-03-03 02:01:32",45,4490,"AGE_001","USR_001","BIL_008",1,3,1,2,3,1,3,"강남구"
1012829,19323232,"2019-03-03 01:41:33","ST-508","19B009000048CA","ST-1250","2019-03-03 02:01:42",18,3330,"AGE_003","USR_001","BIL_006",1,3,1,2,3,1,3,"강서구"
1012876,19323288,"2019-03-03 01:43:05","ST-1355","19B0080000341F","ST-1316","2019-03-03 02:05:41",22,3730,"AGE_004","USR_001","BIL_015",1,3,1,2,3,1,3,"동작구"
1013146,19323598,"2019-03-03 02:11:01","ST-254","19B00700001379","ST-1662","2019-03-03 02:28:11",16,4030,"AGE_005","USR_001","BIL_005",2,3,1,2,3,1,3,"광진구"
1013182,19323636,"2019-03-03 02:15:22","ST-1171","19B00800002F5E","ST-1344","2019-03-03 02:30:51",14,3120,"AGE_005","USR_001","BIL_004",2,3,1,2,3,1,3,"강남구"
1013204,19323660,"2019-03-03 02:15:05","ST-1287","19B00800002254","ST-869","2019-03-03 02:33:02",16,4340,"AGE_002","USR_001","BIL_002",2,3,1,2,3,1,3,"노원구"
1013521,19324011,"2019-03-03 02:42:40","ST-177","19B00800002BDA","ST-398","2019-03-03 03:02:20",19,2650,"AGE_002","USR_001","BIL_005",2,3,1,3,3,1,3,"종로구"
1013568,19324066,"2019-03-03 03:00:36","ST-193","19B008000032DD","ST-271","2019-03-03 03:08:28",7,1600,"AGE_002","USR_001","BIL_004",3,3,1,3,3,1,3,"중구"
1013617,19324120,"2019-03-03 02:48:51","ST-309","19B007000012E2","ST-1650","2019-03-03 03:13:04",23,4620,"AGE_003","USR_001","BIL_005",2,3,1,3,3,1,3,"양천구"
1013657,19324165,"2019-03-03 02:29:29","ST-29","19B00700000AE7","ST-1326","2019-03-03 03:17:19",47,6500,"AGE_002","USR_001","BIL_006",2,3,1,3,3,1,3,"마포구"
1013777,19324306,"2019-03-03 02:40:49","ST-19","19B00800004517","ST-481","2019-03-03 03:32:06",50,12350,"AGE_005","USR_001","BIL_005",2,3,1,3,3,1,3,"마포구"
1013884,19324420,"2019-03-03 03:18:48","ST-916","19B009000047B0","ST-948","2019-03-03 03:44:09",25,5200,"AGE_003","USR_001","BIL_006",3,3,1,3,3,1,3,"도봉구"
1013965,19324510,"2019-03-03 03:41:44","ST-1263","19B00800002A87","ST-985","2019-03-03 03:55:36",12,1390,"AGE_002","USR_001","BIL_006",3,3,1,3,3,1,3,"광진구"
1014156,19324719,"2019-03-03 04:17:23","ST-1726","19B008000029F5","ST-643","2019-03-03 04:24:57",7,1520,"AGE_002","USR_001","BIL_014",4,3,1,4,3,1,3,"도봉구"
1014300,19324875,"2019-03-03 04:26:20","ST-322","19B009000048D6","ST-297","2019-03-03 04:59:02",29,3300,"AGE_001","USR_001","BIL_008",4,3,1,4,3,1,3,"용산구"
1014370,19324952,"2019-03-03 05:03:30","ST-1279","19B00800004320","ST-1118","2019-03-03 05:20:00",16,2250,"AGE_002","USR_001","BIL_006",5,3,1,5,3,1,3,"노원구"
1014639,19325238,"2019-03-03 07:03:27","ST-1420","19B00800003EFD","ST-494","2019-03-03 07:12:08",8,970,"AGE_005","USR_001","BIL_004",7,3,1,7,3,1,3,"강동구"
1014815,19325431,"2019-03-03 07:50:05","ST-1615","19B00800001D51","ST-435","2019-03-03 07:52:50",2,470,"AGE_004","USR_001","BIL_006",7,3,1,7,3,1,3,"용산구"
1014852,19325471,"2019-03-03 07:55:43","ST-1081","19B00800003E1D","ST-1586","2019-03-03 08:00:31",4,780,"AGE_003","USR_001","BIL_005",7,3,1,8,3,1,3,"송파구"
1014854,19325473,"2019-03-03 07:46:56","ST-857","19B00900004985","ST-561","2019-03-03 08:00:51",13,2590,"AGE_002","USR_001","BIL_004",7,3,1,8,3,1,3,"중랑구"
1015005,19325641,"2019-03-03 08:15:27","ST-683","19B008000042DB","ST-1326","2019-03-03 08:23:56",8,1570,"AGE_005","USR_001","BIL_014",8,3,1,8,3,1,3,"동작구"
1015145,19325796,"2019-03-03 08:38:42","ST-1263","19B00800003AA4","ST-1194","2019-03-03 08:41:44",2,750,"AGE_002","USR_001","BIL_015",8,3,1,8,3,1,3,"광진구"
1015527,19326197,"2019-03-03 09:22:08","ST-1219","19B008000032F4","ST-665","2019-03-03 09:26:03",3,510,"AGE_005","USR_001","BIL_005",9,3,1,9,3,1,3,"구로구"
1015856,19326551,"2019-03-03 09:45:12","ST-906","19B00700001247","ST-1364","2019-03-03 10:00:10",14,2290,"AGE_002","USR_001","BIL_004",9,3,1,10,3,1,3,"송파구"
1015994,19326695,"2019-03-03 10:10:55","ST-155","19B00800002E33","ST-150","2019-03-03 10:16:28",5,640,"AGE_004","USR_001","BIL_004",10,3,1,10,3,1,3,"종로구"
1015999,19326701,"2019-03-03 10:09:51","ST-1243","19B00800002B1C","ST-1528","2019-03-03 10:17:06",7,1480,"AGE_003","USR_001","BIL_014",10,3,1,10,3,1,3,"구로구"
1016052,19326757,"2019-03-03 10:05:52","ST-1640","19B00900004D3C","ST-736","2019-03-03 10:22:27",15,3030,"AGE_002","USR_001","BIL_004",10,3,1,10,3,1,3,"노원구"
1016131,19326843,"2019-03-03 10:00:44","ST-142","19B0090000474E","ST-121","2019-03-03 10:30:41",29,1230,"AGE_002","USR_001","BIL_014",10,3,1,10,3,1,3,"종로구"
1016167,19326883,"2019-03-03 10:29:46","ST-1221","19B00800003FC2","ST-1222","2019-03-03 10:34:48",4,1040,"AGE_004","USR_001","BIL_015",10,3,1,10,3,1,3,"구로구"
1016266,19326988,"2019-03-03 10:41:05","ST-768","19B00700000EE7","ST-1165","2019-03-03 10:43:35",2,460,"AGE_002","USR_001","BIL_005",10,3,1,10,3,1,3,"서초구"
1016360,19327093,"2019-03-03 10:39:03","ST-1369","19B00700001462","ST-485","2019-03-03 10:50:54",11,1470,"AGE_002","USR_001","BIL_002",10,3,1,10,3,1,3,"강동구"
1016399,19327135,"2019-03-03 10:46:13","ST-143","19B00800002FC5","ST-138","2019-03-03 10:54:00",7,1090,"AGE_004","USR_001","BIL_004",10,3,1,10,3,1,3,"종로구"
1016448,19327187,"2019-03-03 10:49:21","ST-590","19B0080000418C","ST-1266","2019-03-03 10:57:43",7,1320,"AGE_005","USR_001","BIL_006",10,3,1,10,3,1,3,"중랑구"
1016458,19327199,"2019-03-03 10:47:36","ST-498","19B006000003AB","ST-494","2019-03-03 10:58:57",11,2120,"AGE_002","USR_001","BIL_004",10,3,1,10,3,1,3,"강동구"
1016591,19327342,"2019-03-03 11:01:32","ST-343","19B00900004C24","ST-343","2019-03-03 11:08:36",6,80,"AGE_002","USR_001","BIL_006",11,3,1,11,3,1,3,"마포구"
1016753,19327519,"2019-03-03 10:13:08","ST-933","19B00900004686","ST-540","2019-03-03 11:20:54",67,8810,"AGE_008","USR_003","BIL_017",10,3,1,11,3,1,3,"송파구"
1016809,19327585,"2019-03-03 09:46:40","ST-910","19B00800002C6D","ST-123","2019-03-03 11:25:59",93,10020,"AGE_005","USR_001","BIL_014",9,3,1,11,3,1,3,"성북구"
1016818,19327594,"2019-03-03 10:35:10","ST-100","19B00900004D1F","ST-440","2019-03-03 11:26:30",50,14060,"AGE_006","USR_001","BIL_002",10,3,1,11,3,1,3,"광진구"
1016862,19327642,"2019-03-03 11:25:00","ST-171","19B0080000397B","ST-173","2019-03-03 11:29:28",4,990,"AGE_003","USR_001","BIL_004",11,3,1,11,3,1,3,"종로구"
1016989,19327791,"2019-03-03 11:10:15","ST-1398","19B008000025BE","ST-1064","2019-03-03 11:38:39",26,6710,"AGE_002","USR_001","BIL_001",11,3,1,11,3,1,3,"양천구"
1017318,19328154,"2019-03-03 11:44:19","ST-242","19B00800003230","ST-1194","2019-03-03 11:58:30",13,2540,"AGE_004","USR_001","BIL_004",11,3,1,11,3,1,3,"성동구"
1017329,19328167,"2019-03-03 11:33:36","ST-66","19B007000009E4","ST-73","2019-03-03 11:59:21",25,2610,"AGE_002","USR_001","BIL_006",11,3,1,11,3,1,3,"영등포구"
1017407,19328252,"2019-03-03 11:33:15","ST-1494","19B00800003A16","ST-1494","2019-03-03 12:04:00",30,7940,"AGE_004","USR_001","BIL_014",11,3,1,12,3,1,3,"마포구"
1017450,19328301,"2019-03-03 11:42:14","ST-463","19B00800003174","ST-110","2019-03-03 12:06:48",24,3930,"AGE_003","USR_001","BIL_005",11,3,1,12,3,1,3,"은평구"
1017583,19328449,"2019-03-03 12:12:04","ST-1249","19B00700000BE3","ST-1510","2019-03-03 12:15:51",3,580,"AGE_003","USR_001","BIL_004",12,3,1,12,3,1,3,"강서구"
1017718,19328598,"2019-03-03 12:17:24","ST-183","19B008000020E0","ST-117","2019-03-03 12:23:26",5,1160,"AGE_003","USR_001","BIL_004",12,3,1,12,3,1,3,"종로구"
1017805,19328690,"2019-03-03 12:25:07","ST-812","19B00800003C69","ST-815","2019-03-03 12:27:49",2,610,"AGE_003","USR_001","BIL_015",12,3,1,12,3,1,3,"강남구"
1017937,19328834,"2019-03-03 12:33:48","ST-965","19B00900004D78","ST-720","2019-03-03 12:35:19",1,200,"AGE_002","USR_001","BIL_004",12,3,1,12,3,1,3,"관악구"
1017978,19328881,"2019-03-03 12:26:14","ST-40","19B007000009AC","ST-27","2019-03-03 12:38:07",11,2040,"AGE_002","USR_001","BIL_005",12,3,1,12,3,1,3,"서대문구"
1017980,19328883,"2019-03-03 12:28:05","ST-1689","19B007000016CC","ST-1514","2019-03-03 12:38:12",9,1280,"AGE_003","USR_001","BIL_006",12,3,1,12,3,1,3,"강서구"
1017981,19328884,"2019-03-03 11:51:14","ST-1602","19B0080000187F","ST-1377","2019-03-03 12:38:12",46,13510,"AGE_002","USR_001","BIL_004",11,3,1,12,3,1,3,"광진구"
1018135,19329050,"2019-03-03 12:11:25","ST-518","19B00900004882","ST-1506","2019-03-03 12:46:41",34,4360,"AGE_002","USR_001","BIL_002",12,3,1,12,3,1,3,"강서구"
1018231,19329157,"2019-03-03 12:48:43","ST-949","19B00800001D84","ST-935","2019-03-03 12:51:25",2,440,"AGE_003","USR_001","BIL_005",12,3,1,12,3,1,3,"서초구"
1018321,19329250,"2019-03-03 11:56:48","ST-831","19B00800003068","ST-831","2019-03-03 12:55:03",58,2010,"AGE_003","USR_001","BIL_015",11,3,1,12,3,1,3,"강서구"
1018340,19329272,"2019-03-03 12:28:16","ST-278","19B008000043B9","ST-56","2019-03-03 12:55:54",27,5250,"AGE_002","USR_001","BIL_005",12,3,1,12,3,1,3,"영등포구"
1018607,19329558,"2019-03-03 13:04:27","ST-972","19B00900004A5A","ST-1429","2019-03-03 13:08:37",4,880,"AGE_002","USR_001","BIL_004",13,3,1,13,3,1,3,"광진구"
1019136,19330142,"2019-03-03 13:30:31","ST-261","19B0090000472E","ST-273","2019-03-03 13:34:08",3,890,"AGE_001","USR_001","BIL_015",13,3,1,13,3,1,3,"동대문구"
1019951,19331036,"2019-03-03 13:59:35","ST-1295","19B00800001DD9","ST-1137","2019-03-03 14:07:57",7,910,"AGE_002","USR_001","BIL_004",13,3,1,14,3,1,3,"도봉구"
1020171,19331288,"2019-03-03 14:09:33","ST-1660","19B00700000C87","ST-445","2019-03-03 14:18:43",8,1170,"AGE_002","USR_001","BIL_004",14,3,1,14,3,1,3,"광진구"
1020211,19331333,"2019-03-03 14:00:13","ST-131","19B00800003A8A","ST-132","2019-03-03 14:20:49",20,800,"AGE_004","USR_001","BIL_004",14,3,1,14,3,1,3,"종로구"
1020219,19331342,"2019-03-03 13:50:00","ST-241","19B0080000190C","ST-446","2019-03-03 14:21:10",30,6000,"AGE_002","USR_001","BIL_004",13,3,1,14,3,1,3,"성동구"
1020244,19331372,"2019-03-03 14:16:41","ST-301","19B00700001020","ST-284","2019-03-03 14:21:51",4,510,"AGE_003","USR_001","BIL_015",14,3,1,14,3,1,3,"영등포구"
1020545,19331702,"2019-03-03 13:56:31","ST-1161","19B00800001BD6","ST-753","2019-03-03 14:34:44",37,6250,"AGE_002","USR_001","BIL_004",13,3,1,14,3,1,3,"서초구"
1020549,19331706,"2019-03-03 14:19:25","ST-1727","19B00800002F8A","ST-1714","2019-03-03 14:34:49",14,2390,"AGE_002","USR_001","BIL_002",14,3,1,14,3,1,3,"강서구"
1020626,19331794,"2019-03-03 12:39:35","ST-1521","19B00800003889","ST-727","2019-03-03 14:37:49",117,4640,"AGE_004","USR_001","BIL_015",12,3,1,14,3,1,3,"구로구"
1020989,19332201,"2019-03-03 13:42:51","ST-8","19B008000027AB","ST-37","2019-03-03 14:50:45",66,4560,"AGE_002","USR_001","BIL_016",13,3,1,14,3,1,3,"마포구"
1021137,19332366,"2019-03-03 14:06:46","ST-176","19B00800003143","ST-827","2019-03-03 14:55:46",48,4540,"AGE_002","USR_001","BIL_006",14,3,1,14,3,1,3,"종로구"
1021166,19332399,"2019-03-03 14:50:46","ST-1603","19B0080000447E","ST-253","2019-03-03 14:57:06",6,780,"AGE_002","USR_001","BIL_006",14,3,1,14,3,1,3,"광진구"
1021288,19332534,"2019-03-03 14:58:42","ST-508","19B00800003A1C","ST-824","2019-03-03 15:01:04",2,460,"AGE_002","USR_001","BIL_004",14,3,1,15,3,1,3,"강서구"
1021312,19332564,"2019-03-03 14:25:02","ST-914","19B00800003F21","ST-1291","2019-03-03 15:01:54",36,5550,"AGE_007","USR_001","BIL_015",14,3,1,15,3,1,3,"노원구"
1021494,19332771,"2019-03-03 12:09:13","ST-1158","19B00800002A2D","ST-1158","2019-03-03 15:08:29",164,27240,"AGE_002","USR_001","BIL_016",12,3,1,15,3,1,3,"서초구"
1021617,19332918,"2019-03-03 14:09:29","ST-1070","19B008000032E9","\N","2019-03-03 15:12:31",60,0,"AGE_002","USR_001","BIL_006",14,3,1,15,3,1,3,"송파구"
1021702,19333010,"2019-03-03 14:02:48","ST-73","19B007000014B6","ST-278","2019-03-03 15:14:41",71,9390,"AGE_002","USR_001","BIL_006",14,3,1,15,3,1,3,"영등포구"
1022134,19333473,"2019-03-03 15:11:01","ST-259","19B00700000D84","ST-1602","2019-03-03 15:27:42",16,2550,"AGE_002","USR_001","BIL_004",15,3,1,15,3,1,3,"광진구"
1022413,19333771,"2019-03-03 15:09:36","ST-97","19B008000029B7","ST-97","2019-03-03 15:36:08",24,2620,"AGE_003","USR_001","BIL_005",15,3,1,15,3,1,3,"광진구"
1022421,19333780,"2019-03-03 14:43:22","ST-542","19B00800004047","ST-542","2019-03-03 15:36:14",52,5730,"AGE_004","USR_001","BIL_006",14,3,1,15,3,1,3,"송파구"
1022427,19333786,"2019-03-03 15:08:06","ST-1728","19B0080000391A","ST-1178","2019-03-03 15:36:22",27,3880,"AGE_003","USR_001","BIL_006",15,3,1,15,3,1,3,"송파구"
1022620,19333993,"2019-03-03 15:36:48","ST-1075","19B006000006DA","ST-737","2019-03-03 15:41:12",4,810,"AGE_002","USR_001","BIL_004",15,3,1,15,3,1,3,"송파구"
1022630,19334003,"2019-03-03 15:30:54","ST-1077","19B0080000268E","ST-904","2019-03-03 15:41:32",10,44840,"AGE_002","USR_001","BIL_005",15,3,1,15,3,1,3,"송파구"
1022638,19334011,"2019-03-03 14:50:42","ST-900","19B008000027F4","ST-900","2019-03-03 15:41:37",49,3460,"AGE_002","USR_001","BIL_006",14,3,1,15,3,1,3,"송파구"
1022726,19334105,"2019-03-03 15:32:44","ST-1220","19B00800002A19","ST-1323","2019-03-03 15:44:17",11,2000,"AGE_003","USR_001","BIL_004",15,3,1,15,3,1,3,"구로구"
1022919,19334313,"2019-03-03 14:13:38","ST-1410","19B00800004235","ST-388","2019-03-03 15:49:47",95,11400,"AGE_002","USR_001","BIL_016",14,3,1,15,3,1,3,"송파구"
1022925,19334319,"2019-03-03 14:44:09","ST-209","19B00900004D30","ST-461","2019-03-03 15:49:57",62,7400,"AGE_002","USR_001","BIL_016",14,3,1,15,3,1,3,"마포구"
1023035,19334439,"2019-03-03 15:30:35","ST-1720","19B007000015D8","ST-1720","2019-03-03 15:52:39",21,1310,"AGE_002","USR_001","BIL_006",15,3,1,15,3,1,3,"송파구"
1023127,19334540,"2019-03-03 15:01:06","ST-927","19B00800002CDB","ST-927","2019-03-03 15:55:01",50,3910,"AGE_004","USR_001","BIL_006",15,3,1,15,3,1,3,"서초구"
1023160,19334578,"2019-03-03 15:19:55","ST-352","19B00600000117","ST-30","2019-03-03 15:56:03",35,2460,"AGE_001","USR_001","BIL_006",15,3,1,15,3,1,3,"서대문구"
1023479,19334917,"2019-03-03 15:08:40","ST-951","19B007000015BA","ST-1521","2019-03-03 16:04:45",55,6310,"AGE_003","USR_001","BIL_014",15,3,1,16,3,1,3,"관악구"
1023518,19334956,"2019-03-03 14:18:25","ST-619","19B00800003121","ST-619","2019-03-03 16:06:08",98,22370,"AGE_008","USR_003","BIL_017",14,3,1,16,3,1,3,"금천구"
1023765,19335219,"2019-03-03 14:30:31","ST-702","19B00800002D23","ST-702","2019-03-03 16:12:10",100,21740,"AGE_008","USR_003","BIL_017",14,3,1,16,3,1,3,"관악구"
1023815,19335274,"2019-03-03 14:05:21","ST-363","19B0090000481B","ST-1263","2019-03-03 16:14:00",128,22750,"AGE_003","USR_001","BIL_016",14,3,1,16,3,1,3,"성동구"
1023906,19335375,"2019-03-03 16:13:23","ST-404","19B00900004D72","ST-1628","2019-03-03 16:16:30",3,750,"AGE_004","USR_001","BIL_015",16,3,1,16,3,1,3,"동대문구"
1024093,19335581,"2019-03-03 15:33:35","ST-1454","19B00800002F80","ST-1633","2019-03-03 16:22:13",46,3820,"AGE_002","USR_001","BIL_002",15,3,1,16,3,1,3,"성북구"
1024226,19335728,"2019-03-03 16:05:05","ST-950","19B009000047E0","ST-710","2019-03-03 16:26:28",21,3360,"AGE_002","USR_001","BIL_004",16,3,1,16,3,1,3,"관악구"
1024260,19335767,"2019-03-03 15:51:18","ST-1353","19B00800003FB4","ST-416","2019-03-03 16:27:13",35,2760,"AGE_002","USR_001","BIL_005",15,3,1,16,3,1,3,"영등포구"
1024396,19335912,"2019-03-03 15:05:31","ST-1719","19B008000022C0","ST-1719","2019-03-03 16:31:16",84,5180,"AGE_002","USR_001","BIL_016",15,3,1,16,3,1,3,"송파구"
1024826,19336377,"2019-03-03 15:47:49","ST-807","19B00900004DE1","ST-547","2019-03-03 16:41:56",51,6150,"AGE_005","USR_001","BIL_004",15,3,1,16,3,1,3,"강남구"
1024928,19336487,"2019-03-03 16:18:52","ST-1435","19B00800001CD7","ST-134","2019-03-03 16:44:43",24,2790,"AGE_002","USR_001","BIL_006",16,3,1,16,3,1,3,"중구"
1025021,19336590,"2019-03-03 15:09:10","ST-1505","19B00800003E26","ST-1497","2019-03-03 16:47:13",97,6130,"AGE_002","USR_001","BIL_016",15,3,1,16,3,1,3,"양천구"
1025140,19336714,"2019-03-03 15:09:04","ST-436","19B0080000394C","ST-295","2019-03-03 16:51:02",101,10660,"AGE_002","USR_001","BIL_016",15,3,1,16,3,1,3,"용산구"
1025206,19336784,"2019-03-03 16:44:35","ST-1156","19B008000024DB","ST-965","2019-03-03 16:52:44",8,1070,"AGE_002","USR_001","BIL_014",16,3,1,16,3,1,3,"관악구"
1025337,19336925,"2019-03-03 16:42:12","ST-1171","19B00800003321","ST-793","2019-03-03 16:56:25",13,2380,"AGE_005","USR_001","BIL_005",16,3,1,16,3,1,3,"강남구"
1025399,19336993,"2019-03-03 15:51:36","ST-816","19B00800002DBB","ST-816","2019-03-03 16:58:15",64,8760,"AGE_001","USR_001","BIL_008",15,3,1,16,3,1,3,"강남구"
1025719,19337336,"2019-03-03 16:15:11","ST-1510","19B00800003B6A","ST-1519","2019-03-03 17:06:42",51,2700,"AGE_002","USR_001","BIL_006",16,3,1,17,3,1,3,"강서구"
1025851,19337481,"2019-03-03 15:26:54","ST-749","19B00800003634","ST-547","2019-03-03 17:10:37",103,12130,"AGE_002","USR_001","BIL_016",15,3,1,17,3,1,3,"서초구"
1025872,19337503,"2019-03-03 16:50:25","ST-1282","19B00800003828","ST-736","2019-03-03 17:11:14",20,830,"AGE_002","USR_001","BIL_015",16,3,1,17,3,1,3,"노원구"
1026154,19337809,"2019-03-03 17:15:00","ST-719","19B00700000F6C","ST-1262","2019-03-03 17:18:39",3,460,"AGE_002","USR_001","BIL_005",17,3,1,17,3,1,3,"관악구"
1026260,19337924,"2019-03-03 17:10:30","ST-1705","19B008000041BC","ST-547","2019-03-03 17:21:27",10,1170,"AGE_002","USR_001","BIL_006",17,3,1,17,3,1,3,"송파구"
1026318,19337986,"2019-03-03 16:55:34","ST-455","19B00800003D44","ST-350","2019-03-03 17:22:26",26,3110,"AGE_002","USR_001","BIL_016",16,3,1,17,3,1,3,"은평구"
