"rent_date","rent_place","using_time","dist","bill_type"
"2019-03-01 21:13:58","ST-1200",51,8580,"BIL_016"
"2019-03-01 21:26:53","ST-787",42,7070,"BIL_005"
"2019-03-01 22:07:34","ST-1290",5,1260,"BIL_004"
"2019-03-01 20:53:34","ST-1020",80,8020,"BIL_012"
"2019-03-01 20:40:58","ST-1346",109,21500,"BIL_016"
"2019-03-01 22:35:37","ST-544",5,840,"BIL_005"
"2019-03-01 22:40:02","ST-575",7,1030,"BIL_014"
"2019-03-01 22:49:29","ST-28",6,1080,"BIL_004"
"2019-03-01 22:28:55","ST-154",34,3300,"BIL_004"
"2019-03-01 23:00:44","ST-162",12,1540,"BIL_014"
"2019-03-01 22:57:44","ST-227",17,1460,"BIL_006"
"2019-03-01 23:15:28","ST-1041",6,780,"BIL_005"
"2019-03-01 23:10:36","ST-834",16,70700,"BIL_001"
"2019-03-01 23:00:26","ST-107",39,4350,"BIL_006"
"2019-03-01 23:36:43","ST-383",12,3230,"BIL_004"
"2019-03-01 23:50:41","ST-1192",5,1000,"BIL_004"
"2019-03-01 23:31:02","ST-311",25,2000,"BIL_002"
"2019-03-01 23:43:48","ST-1671",17,4360,"BIL_004"
"2019-03-01 23:53:23","ST-343",9,1220,"BIL_015"
"2019-03-01 22:53:31","ST-237",70,4340,"BIL_015"
"2019-03-01 22:15:13","ST-944",95,0,"BIL_015"
"2019-03-02 00:02:48","ST-295",13,30740,"BIL_006"
"2019-03-02 00:08:22","ST-401",12,2900,"BIL_014"
"2019-03-02 00:15:43","ST-739",5,570,"BIL_004"
"2019-03-02 00:32:07","ST-927",2,640,"BIL_006"
"2019-03-02 00:24:12","ST-212",14,1910,"BIL_004"
"2019-03-02 00:23:44","ST-36",18,3640,"BIL_005"
"2019-03-02 00:09:54","ST-1150",34,6720,"BIL_002"
"2019-03-02 00:49:02","ST-241",8,1220,"BIL_004"
"2019-03-02 00:56:15","ST-1302",4,670,"BIL_004"
"2019-03-02 00:40:47","ST-1279",41,3820,"BIL_007"
"2019-03-02 01:21:40","ST-702",11,1460,"BIL_007"
"2019-03-02 00:33:15","ST-1106",64,9700,"BIL_002"
"2019-03-02 01:02:17","ST-1331",40,1590,"BIL_014"
"2019-03-02 01:40:06","ST-932",14,2240,"BIL_002"
"2019-03-02 01:22:25","ST-162",43,10030,"BIL_014"
"2019-03-02 02:16:28","ST-5",7,1380,"BIL_014"
"2019-03-02 00:11:24","ST-305",128,10650,"BIL_016"
"2019-03-02 01:29:02","ST-10",65,13920,"BIL_016"
"2019-03-02 01:31:24","ST-10",67,12710,"BIL_016"
"2019-03-02 01:36:37","ST-77",71,12370,"BIL_004"
"2019-03-02 02:34:30","ST-884",19,2750,"BIL_005"
"2019-03-02 02:55:06","ST-474",12,1570,"BIL_004"
"2019-03-02 03:17:13","ST-36",15,3630,"BIL_002"
"2019-03-02 03:57:34","ST-459",4,660,"BIL_005"
"2019-03-02 04:01:51","ST-1476",7,990,"BIL_005"
"2019-03-02 03:17:27","ST-803",79,6860,"BIL_007"
"2019-03-02 04:28:04","ST-1607",22,3310,"BIL_002"
"2019-03-02 04:47:54","ST-737",12,2580,"BIL_004"
"2019-03-02 05:25:31","ST-1166",5,920,"BIL_014"
"2019-03-02 06:04:09","ST-96",12,1760,"BIL_004"
"2019-03-02 06:48:26","ST-1253",11,2150,"BIL_005"
"2019-03-02 07:40:06","ST-1619",9,1920,"BIL_004"
"2019-03-02 07:48:02","ST-954",9,1870,"BIL_005"
"2019-03-02 07:49:56","ST-183",9,24330,"BIL_005"
"2019-03-02 08:06:49","ST-390",10,1230,"BIL_015"
"2019-03-02 08:08:07","ST-1630",12,1730,"BIL_015"
"2019-03-02 08:07:36","ST-1268",15,2500,"BIL_002"
"2019-03-02 08:29:11","ST-384",5,1290,"BIL_014"
"2019-03-02 09:02:45","ST-242",5,770,"BIL_001"
"2019-03-02 08:44:08","ST-1465",32,3090,"BIL_012"
"2019-03-02 07:53:17","ST-1075",88,20250,"BIL_015"
"2019-03-02 09:25:44","ST-1364",9,1490,"BIL_014"
"2019-03-02 09:54:03","ST-815",2,350,"BIL_015"
"2019-03-02 09:53:35","ST-933",4,1150,"BIL_004"
"2019-03-02 09:53:45","ST-19",4,1000,"BIL_004"
"2019-03-02 10:12:57","ST-1357",12,2600,"BIL_014"
"2019-03-02 09:51:40","ST-1006",35,5430,"BIL_004"
"2019-03-02 10:09:17","ST-772",20,3180,"BIL_012"
"2019-03-02 10:21:58","ST-343",7,1420,"BIL_015"
"2019-03-02 10:38:03","ST-752",13,2160,"BIL_004"
"2019-03-02 10:54:49","ST-1194",11,2190,"BIL_014"
"2019-03-02 11:07:22","ST-102",3,500,"BIL_014"
"2019-03-02 11:41:13","ST-600",5,840,"BIL_014"
"2019-03-02 11:49:47","ST-1308",7,1400,"BIL_005"
"2019-03-02 12:05:32","ST-1124",1,370,"BIL_005"
"2019-03-02 12:01:30","ST-1535",9,1070,"BIL_004"
"2019-03-02 12:15:44","ST-867",6,860,"BIL_004"
"2019-03-02 11:47:28","ST-1195",41,10710,"BIL_005"
"2019-03-02 12:15:31","ST-1690",13,2180,"BIL_004"
"2019-03-02 11:19:07","ST-1123",67,3900,"BIL_014"
"2019-03-02 12:25:01","ST-1275",12,1810,"BIL_004"
"2019-03-02 12:28:06","ST-616",14,1750,"BIL_004"
"2019-03-02 12:01:04","ST-874",46,7030,"BIL_004"
"2019-03-02 12:39:18","ST-1703",14,2300,"BIL_002"
"2019-03-02 12:38:23","ST-229",15,2660,"BIL_006"
"2019-03-02 09:57:20","ST-366",179,13050,"BIL_008"
"2019-03-02 12:10:37","ST-57",46,13600,"BIL_005"
"2019-03-02 12:48:47","ST-605",10,1190,"BIL_004"
"2019-03-02 12:53:09","ST-8",7,1350,"BIL_004"
"2019-03-02 11:26:12","ST-1521",96,16350,"BIL_016"
"2019-03-02 12:09:38","ST-1689",60,14210,"BIL_014"
"2019-03-02 13:06:51","ST-752",6,1190,"BIL_005"
"2019-03-02 12:45:31","ST-464",30,1160,"BIL_004"
"2019-03-02 13:02:41","ST-514",14,2840,"BIL_004"
"2019-03-02 13:11:36","ST-11",14,2180,"BIL_012"
"2019-03-02 13:07:42","ST-330",25,5830,"BIL_015"
"2019-03-02 13:15:48","ST-1571",18,3510,"BIL_015"
"2019-03-02 13:24:41","ST-292",15,2050,"BIL_004"
"2019-03-02 13:35:33","ST-1584",7,1550,"BIL_004"
"2019-03-02 13:40:55","ST-1357",2,0,"BIL_012"
"2019-03-02 13:39:37","ST-131",5,900,"BIL_002"
"2019-03-02 13:18:47","ST-331",27,2930,"BIL_015"
"2019-03-02 13:25:10","ST-68",24,3700,"BIL_008"
"2019-03-02 13:31:56","ST-57",18,1070,"BIL_004"
"2019-03-02 13:46:28","ST-55",6,690,"BIL_005"
"2019-03-02 13:51:49","ST-109",3,430,"BIL_004"
"2019-03-02 13:09:59","ST-493",43,7060,"BIL_016"
"2019-03-02 13:31:39","ST-1052",26,39940,"BIL_004"
"2019-03-02 13:44:43","ST-877",20,3360,"BIL_006"
"2019-03-02 13:29:24","ST-53",41,9570,"BIL_005"
"2019-03-02 14:08:10","ST-278",6,1560,"BIL_004"
"2019-03-02 12:51:04","ST-1149",94,6600,"BIL_008"
"2019-03-02 13:52:14","ST-1300",35,4020,"BIL_004"
"2019-03-02 14:24:36","ST-1454",3,830,"BIL_005"
"2019-03-02 13:36:01","ST-949",54,7000,"BIL_004"
"2019-03-02 14:32:05","ST-487",4,770,"BIL_002"
"2019-03-02 14:27:56","ST-994",10,1750,"BIL_005"
"2019-03-02 13:59:47","ST-53",45,5370,"BIL_004"
"2019-03-02 14:38:17","ST-249",7,100030,"BIL_006"
"2019-03-02 14:27:14","ST-1278",20,2660,"BIL_004"
"2019-03-02 14:17:54","ST-1690",35,730,"BIL_014"
"2019-03-02 14:44:08","ST-938",13,2630,"BIL_006"
"2019-03-02 13:59:35","ST-209",66,12400,"BIL_012"
"2019-03-02 15:01:43","ST-816",7,1080,"BIL_002"
"2019-03-02 13:22:35","ST-376",104,15320,"BIL_012"
"2019-03-02 15:11:49","ST-27",5,720,"BIL_004"
"2019-03-02 15:02:44","ST-404",15,2600,"BIL_006"
"2019-03-02 15:04:04","ST-772",14,2880,"BIL_002"
"2019-03-02 14:02:53","ST-692",77,14390,"BIL_008"
"2019-03-02 15:12:58","ST-1065",9,930,"BIL_014"
"2019-03-02 15:15:17","ST-687",7,1030,"BIL_002"
"2019-03-02 14:53:43","ST-650",34,3290,"BIL_007"
"2019-03-02 14:51:24","ST-379",39,7090,"BIL_015"
"2019-03-02 14:38:29","ST-1087",53,5900,"BIL_006"
"2019-03-02 15:22:28","ST-235",14,3060,"BIL_002"
"2019-03-02 15:13:45","ST-891",34,3930,"BIL_005"
"2019-03-02 15:50:44","ST-990",5,1140,"BIL_015"
"2019-03-02 15:46:51","ST-57",11,2000,"BIL_015"
"2019-03-02 15:06:22","ST-891",52,5100,"BIL_008"
"2019-03-02 14:59:54","ST-181",59,2690,"BIL_005"
"2019-03-02 15:57:32","ST-914",10,0,"BIL_006"
"2019-03-02 15:56:19","ST-1125",18,3340,"BIL_006"
"2019-03-02 15:13:13","ST-279",73,14370,"BIL_016"
"2019-03-02 15:55:52","ST-977",33,3380,"BIL_006"
"2019-03-02 16:38:07","ST-362",3,570,"BIL_005"
"2019-03-02 16:42:44","ST-106",3,850,"BIL_004"
"2019-03-02 16:21:06","ST-577",27,1320,"BIL_015"
"2019-03-02 16:45:32","ST-997",5,1160,"BIL_014"
"2019-03-02 16:49:52","ST-1280",13,3070,"BIL_004"
"2019-03-02 16:50:15","ST-250",13,1370,"BIL_008"
"2019-03-02 16:02:44","ST-1279",74,13410,"BIL_016"
"2019-03-02 16:57:03","ST-604",27,2170,"BIL_006"
"2019-03-02 17:12:55","ST-1083",15,2140,"BIL_014"
"2019-03-02 17:25:32","ST-1663",3,770,"BIL_014"
"2019-03-02 17:27:12","ST-983",3,570,"BIL_004"
"2019-03-02 17:22:22","ST-136",8,1110,"BIL_006"
"2019-03-02 17:27:44","ST-891",3,940,"BIL_005"
"2019-03-02 16:53:09","ST-495",38,7320,"BIL_012"
"2019-03-02 17:28:01","ST-699",6,1100,"BIL_004"
"2019-03-02 17:28:18","ST-32",7,1430,"BIL_002"
"2019-03-02 15:59:23","ST-1195",94,14430,"BIL_016"
"2019-03-02 16:44:50","ST-504",54,5540,"BIL_001"
"2019-03-02 17:10:00","ST-1566",29,3910,"BIL_014"
"2019-03-02 17:20:07","ST-156",20,3620,"BIL_015"
"2019-03-02 17:34:06","ST-211",14,1170,"BIL_004"
"2019-03-02 17:36:10","ST-807",16,2590,"BIL_014"
"2019-03-02 17:43:11","ST-849",16,2380,"BIL_002"
"2019-03-02 17:51:52","ST-1408",8,1400,"BIL_015"
"2019-03-02 15:40:20","ST-240",135,19680,"BIL_016"
"2019-03-02 17:46:38","ST-1690",16,860,"BIL_014"
"2019-03-02 17:39:40","ST-965",24,3280,"BIL_006"
"2019-03-02 17:52:53","ST-847",15,1870,"BIL_006"
"2019-03-02 18:05:56","ST-691",18,3220,"BIL_015"
"2019-03-02 18:11:38","ST-209",14,2130,"BIL_006"
"2019-03-02 17:19:10","ST-709",62,3110,"BIL_015"
"2019-03-02 18:17:45","ST-1070",11,1140,"BIL_002"
"2019-03-02 18:15:36","ST-503",16,2900,"BIL_004"
"2019-03-02 18:31:18","ST-1374",3,530,"BIL_004"
"2019-03-02 18:08:17","ST-931",28,750,"BIL_002"
"2019-03-02 17:57:09","ST-1560",42,4760,"BIL_006"
"2019-03-02 17:56:27","ST-366",45,10730,"BIL_006"
"2019-03-02 18:00:45","ST-82",42,770,"BIL_014"
"2019-03-02 16:50:18","ST-16",114,12690,"BIL_016"
"2019-03-02 18:40:31","ST-1178",17,2110,"BIL_004"
"2019-03-02 18:35:41","ST-542",22,3030,"BIL_005"
"2019-03-02 18:59:18","ST-687",5,910,"BIL_005"
"2019-03-02 19:01:40","ST-1194",2,660,"BIL_004"
"2019-03-02 18:36:00","ST-750",29,3440,"BIL_008"
"2019-03-02 18:52:53","ST-907",15,1780,"BIL_006"
"2019-03-02 18:51:46","ST-873",18,5100,"BIL_002"
"2019-03-02 18:51:28","ST-18",20,2820,"BIL_015"
"2019-03-02 17:37:16","ST-1150",118,17500,"BIL_016"
"2019-03-02 19:28:20","ST-165",8,1820,"BIL_015"
"2019-03-02 15:09:51","ST-1705",275,1260,"BIL_006"
"2019-03-02 19:34:05","ST-190",23,2000,"BIL_005"
"2019-03-02 19:49:07","ST-794",10,1540,"BIL_006"
"2019-03-02 19:32:01","ST-122",33,880,"BIL_005"
"2019-03-02 19:57:17","ST-838",10,0,"BIL_002"
"2019-03-02 20:07:08","ST-1384",5,830,"BIL_004"
"2019-03-02 18:36:24","ST-8",99,10140,"BIL_016"
"2019-03-02 19:53:26","ST-1386",23,5910,"BIL_005"
"2019-03-02 19:58:18","ST-692",26,4940,"BIL_005"
"2019-03-02 20:19:07","ST-118",16,1180,"BIL_005"
"2019-03-02 20:31:38","ST-119",9,1330,"BIL_002"
"2019-03-02 20:38:06","ST-201",8,970,"BIL_004"
"2019-03-02 20:13:30","ST-1259",39,4830,"BIL_006"
"2019-03-02 20:50:06","ST-1337",7,1770,"BIL_015"
"2019-03-02 20:23:34","ST-693",36,6740,"BIL_006"
"2019-03-02 20:55:59","ST-1239",11,2400,"BIL_004"
"2019-03-02 20:35:23","ST-362",44,5010,"BIL_006"
"2019-03-02 21:02:55","ST-1197",23,39750,"BIL_002"
"2019-03-02 20:35:51","ST-1445",58,9380,"BIL_006"
"2019-03-02 21:17:18","ST-1215",23,4140,"BIL_002"
"2019-03-02 21:29:08","ST-1098",15,2580,"BIL_006"
"2019-03-02 21:43:15","ST-1351",4,790,"BIL_002"
"2019-03-02 20:12:35","ST-1045",103,1610,"BIL_014"
"2019-03-02 21:58:33","ST-1332",3,40680,"BIL_004"
"2019-03-02 21:34:38","ST-840",39,11470,"BIL_014"
"2019-03-02 22:02:50","ST-249",12,0,"BIL_004"
"2019-03-02 21:50:57","ST-524",28,3910,"BIL_015"
"2019-03-02 21:57:03","ST-452",21,3740,"BIL_004"
"2019-03-02 22:17:17","ST-42",4,560,"BIL_014"
"2019-03-02 22:20:03","ST-1649",7,910,"BIL_006"
"2019-03-02 20:44:05","ST-216",106,7290,"BIL_016"
"2019-03-02 22:30:13","ST-192",4,780,"BIL_005"
"2019-03-02 22:46:04","ST-68",8,1240,"BIL_014"
"2019-03-02 21:56:32","ST-1699",60,8650,"BIL_017"
"2019-03-02 22:52:42","ST-459",4,730,"BIL_004"
"2019-03-02 22:15:02","ST-702",50,9870,"BIL_006"
"2019-03-02 23:00:48","ST-295",10,1670,"BIL_015"
"2019-03-02 22:15:01","ST-1279",60,10730,"BIL_016"
"2019-03-02 23:23:18","ST-9",7,1700,"BIL_015"
"2019-03-02 23:23:30","ST-588",16,2190,"BIL_014"
"2019-03-02 23:39:38","ST-520",30,4050,"BIL_012"
"2019-03-02 22:30:32","ST-212",105,8070,"BIL_016"
"2019-03-02 23:49:00","ST-875",48,9220,"BIL_002"
"2019-03-02 23:51:45","ST-1690",99,18420,"BIL_012"
"2019-03-03 00:02:08","ST-220",6,1410,"BIL_004"
"2019-03-03 00:07:31","ST-240",2,790,"BIL_004"
"2019-03-03 00:04:19","ST-1320",8,2020,"BIL_004"
"2019-03-03 00:06:24","ST-901",22,3690,"BIL_002"
"2019-03-03 00:20:51","ST-97",9,1970,"BIL_002"
"2019-03-03 00:14:22","ST-311",30,5590,"BIL_002"
"2019-03-03 00:17:08","ST-1730",55,10720,"BIL_004"
"2019-03-03 01:08:55","ST-1084",6,1130,"BIL_015"
"2019-03-03 00:39:22","ST-255",54,6570,"BIL_006"
"2019-03-03 01:38:09","ST-828",14,3260,"BIL_007"
"2019-03-03 01:40:56","ST-194",13,2920,"BIL_015"
"2019-03-03 01:46:46","ST-1455",13,440,"BIL_005"
"2019-03-03 01:15:31","ST-1577",45,4490,"BIL_008"
"2019-03-03 01:41:33","ST-508",18,3330,"BIL_006"
"2019-03-03 01:43:05","ST-1355",22,3730,"BIL_015"
"2019-03-03 02:11:01","ST-254",16,4030,"BIL_005"
"2019-03-03 02:15:22","ST-1171",14,3120,"BIL_004"
"2019-03-03 02:15:05","ST-1287",16,4340,"BIL_002"
"2019-03-03 02:42:40","ST-177",19,2650,"BIL_005"
"2019-03-03 03:00:36","ST-193",7,1600,"BIL_004"
"2019-03-03 02:48:51","ST-309",23,4620,"BIL_005"
"2019-03-03 02:29:29","ST-29",47,6500,"BIL_006"
"2019-03-03 02:40:49","ST-19",50,12350,"BIL_005"
"2019-03-03 03:18:48","ST-916",25,5200,"BIL_006"
"2019-03-03 03:41:44","ST-1263",12,1390,"BIL_006"
"2019-03-03 04:17:23","ST-1726",7,1520,"BIL_014"
"2019-03-03 04:26:20","ST-322",29,3300,"BIL_008"
"2019-03-03 05:03:30","ST-1279",16,2250,"BIL_006"
"2019-03-03 07:03:27","ST-1420",8,970,"BIL_004"
"2019-03-03 07:50:05","ST-1615",2,470,"BIL_006"
"2019-03-03 07:55:43","ST-1081",4,780,"BIL_005"
"2019-03-03 07:46:56","ST-857",13,2590,"BIL_004"
"2019-03-03 08:15:27","ST-683",8,1570,"BIL_014"
"2019-03-03 08:38:42","ST-1263",2,750,"BIL_015"
"2019-03-03 09:22:08","ST-1219",3,510,"BIL_005"
"2019-03-03 09:45:12","ST-906",14,2290,"BIL_004"
"2019-03-03 10:10:55","ST-155",5,640,"BIL_004"
"2019-03-03 10:09:51","ST-1243",7,1480,"BIL_014"
"2019-03-03 10:05:52","ST-1640",15,3030,"BIL_004"
"2019-03-03 10:00:44","ST-142",29,1230,"BIL_014"
"2019-03-03 10:29:46","ST-1221",4,1040,"BIL_015"
"2019-03-03 10:41:05","ST-768",2,460,"BIL_005"
"2019-03-03 10:39:03","ST-1369",11,1470,"BIL_002"
"2019-03-03 10:46:13","ST-143",7,1090,"BIL_004"
"2019-03-03 10:49:21","ST-590",7,1320,"BIL_006"
"2019-03-03 10:47:36","ST-498",11,2120,"BIL_004"
"2019-03-03 11:01:32","ST-343",6,80,"BIL_006"
"2019-03-03 10:13:08","ST-933",67,8810,"BIL_017"
"2019-03-03 09:46:40","ST-910",93,10020,"BIL_014"
"2019-03-03 10:35:10","ST-100",50,14060,"BIL_002"
"2019-03-03 11:25:00","ST-171",4,990,"BIL_004"
"2019-03-03 11:10:15","ST-1398",26,6710,"BIL_001"
"2019-03-03 11:44:19","ST-242",13,2540,"BIL_004"
"2019-03-03 11:33:36","ST-66",25,2610,"BIL_006"
"2019-03-03 11:33:15","ST-1494",30,7940,"BIL_014"
"2019-03-03 11:42:14","ST-463",24,3930,"BIL_005"
"2019-03-03 12:12:04","ST-1249",3,580,"BIL_004"
"2019-03-03 12:17:24","ST-183",5,1160,"BIL_004"
"2019-03-03 12:25:07","ST-812",2,610,"BIL_015"
"2019-03-03 12:33:48","ST-965",1,200,"BIL_004"
"2019-03-03 12:26:14","ST-40",11,2040,"BIL_005"
"2019-03-03 12:28:05","ST-1689",9,1280,"BIL_006"
"2019-03-03 11:51:14","ST-1602",46,13510,"BIL_004"
"2019-03-03 12:11:25","ST-518",34,4360,"BIL_002"
"2019-03-03 12:48:43","ST-949",2,440,"BIL_005"
"2019-03-03 11:56:48","ST-831",58,2010,"BIL_015"
"2019-03-03 12:28:16","ST-278",27,5250,"BIL_005"
"2019-03-03 13:04:27","ST-972",4,880,"BIL_004"
"2019-03-03 13:30:31","ST-261",3,890,"BIL_015"
"2019-03-03 13:59:35","ST-1295",7,910,"BIL_004"
"2019-03-03 14:09:33","ST-1660",8,1170,"BIL_004"
"2019-03-03 14:00:13","ST-131",20,800,"BIL_004"
"2019-03-03 13:50:00","ST-241",30,6000,"BIL_004"
"2019-03-03 14:16:41","ST-301",4,510,"BIL_015"
"2019-03-03 13:56:31","ST-1161",37,6250,"BIL_004"
"2019-03-03 14:19:25","ST-1727",14,2390,"BIL_002"
"2019-03-03 12:39:35","ST-1521",117,4640,"BIL_015"
"2019-03-03 13:42:51","ST-8",66,4560,"BIL_016"
"2019-03-03 14:06:46","ST-176",48,4540,"BIL_006"
"2019-03-03 14:50:46","ST-1603",6,780,"BIL_006"
"2019-03-03 14:58:42","ST-508",2,460,"BIL_004"
"2019-03-03 14:25:02","ST-914",36,5550,"BIL_015"
"2019-03-03 12:09:13","ST-1158",164,27240,"BIL_016"
"2019-03-03 14:09:29","ST-1070",60,0,"BIL_006"
"2019-03-03 14:02:48","ST-73",71,9390,"BIL_006"
"2019-03-03 15:11:01","ST-259",16,2550,"BIL_004"
"2019-03-03 15:09:36","ST-97",24,2620,"BIL_005"
"2019-03-03 14:43:22","ST-542",52,5730,"BIL_006"
"2019-03-03 15:08:06","ST-1728",27,3880,"BIL_006"
"2019-03-03 15:36:48","ST-1075",4,810,"BIL_004"
"2019-03-03 15:30:54","ST-1077",10,44840,"BIL_005"
"2019-03-03 14:50:42","ST-900",49,3460,"BIL_006"
"2019-03-03 15:32:44","ST-1220",11,2000,"BIL_004"
"2019-03-03 14:13:38","ST-1410",95,11400,"BIL_016"
"2019-03-03 14:44:09","ST-209",62,7400,"BIL_016"
"2019-03-03 15:30:35","ST-1720",21,1310,"BIL_006"
"2019-03-03 15:01:06","ST-927",50,3910,"BIL_006"
"2019-03-03 15:19:55","ST-352",35,2460,"BIL_006"
"2019-03-03 15:08:40","ST-951",55,6310,"BIL_014"
"2019-03-03 14:18:25","ST-619",98,22370,"BIL_017"
"2019-03-03 14:30:31","ST-702",100,21740,"BIL_017"
"2019-03-03 14:05:21","ST-363",128,22750,"BIL_016"
"2019-03-03 16:13:23","ST-404",3,750,"BIL_015"
"2019-03-03 15:33:35","ST-1454",46,3820,"BIL_002"
"2019-03-03 16:05:05","ST-950",21,3360,"BIL_004"
"2019-03-03 15:51:18","ST-1353",35,2760,"BIL_005"
"2019-03-03 15:05:31","ST-1719",84,5180,"BIL_016"
"2019-03-03 15:47:49","ST-807",51,6150,"BIL_004"
"2019-03-03 16:18:52","ST-1435",24,2790,"BIL_006"
"2019-03-03 15:09:10","ST-1505",97,6130,"BIL_016"
"2019-03-03 15:09:04","ST-436",101,10660,"BIL_016"
"2019-03-03 16:44:35","ST-1156",8,1070,"BIL_014"
"2019-03-03 16:42:12","ST-1171",13,2380,"BIL_005"
"2019-03-03 15:51:36","ST-816",64,8760,"BIL_008"
"2019-03-03 16:15:11","ST-1510",51,2700,"BIL_006"
"2019-03-03 15:26:54","ST-749",103,12130,"BIL_016"
"2019-03-03 16:50:25","ST-1282",20,830,"BIL_015"
"2019-03-03 17:15:00","ST-719",3,460,"BIL_005"
"2019-03-03 17:10:30","ST-1705",10,1170,"BIL_006"
"2019-03-03 16:55:34","ST-455",26,3110,"BIL_016"
"2019-03-03 15:59:32","ST-694",84,9100,"BIL_016"
"2019-03-03 15:31:18","ST-1339",117,16560,"BIL_012"
"2019-03-03 17:21:24","ST-463",9,2100,"BIL_004"
"2019-03-03 16:07:36","ST-463",83,16000,"BIL_017"
"2019-03-03 17:30:29","ST-1081",9,0,"BIL_014"
"2019-03-03 16:56:41","ST-1487",43,3940,"BIL_006"
"2019-03-03 15:24:43","ST-721",137,11330,"BIL_007"
"2019-03-03 17:38:01","ST-404",11,1790,"BIL_005"
"2019-03-03 17:43:54","ST-272",6,680,"BIL_002"
"2019-03-03 17:51:46","ST-1465",3,750,"BIL_005"
"2019-03-03 16:45:40","ST-1070",72,4180,"BIL_015"
"2019-03-03 17:43:44","ST-1179",14,2620,"BIL_005"
"2019-03-03 17:28:56","ST-369",29,4600,"BIL_004"
"2019-03-03 17:35:21","ST-20",27,2670,"BIL_014"
"2019-03-03 17:04:12","ST-947",59,6210,"BIL_017"
"2019-03-03 17:51:29","ST-275",14,2590,"BIL_004"
"2019-03-03 17:20:37","ST-192",50,6940,"BIL_006"
"2019-03-03 17:14:38","ST-1427",55,2600,"BIL_015"
"2019-03-03 18:10:37","ST-1151",6,1020,"BIL_015"
"2019-03-03 17:37:42","ST-73",39,6340,"BIL_008"
"2019-03-03 17:59:09","ST-1586",20,2540,"BIL_015"
"2019-03-03 17:22:33","ST-159",57,1210,"BIL_014"
"2019-03-03 17:46:12","ST-1264",34,3860,"BIL_006"
"2019-03-03 18:04:22","ST-1271",23,3300,"BIL_006"
"2019-03-03 18:15:04","ST-1730",16,1180,"BIL_006"
"2019-03-03 18:08:34","ST-1377",23,3530,"BIL_014"
"2019-03-03 18:23:06","ST-530",10,142120,"BIL_004"
"2019-03-03 17:14:39","ST-339",71,4230,"BIL_016"
"2019-03-03 17:24:40","ST-1640",70,8750,"BIL_016"
"2019-03-03 18:35:48","ST-914",3,760,"BIL_004"
"2019-03-03 18:33:44","ST-62",7,1190,"BIL_011"
"2019-03-03 17:52:42","ST-646",51,4340,"BIL_016"
"2019-03-03 18:31:06","ST-365",14,3290,"BIL_006"
"2019-03-03 17:40:20","ST-252",67,9250,"BIL_016"
"2019-03-03 18:21:31","ST-737",27,4920,"BIL_005"
"2019-03-03 18:57:13","ST-359",3,360,"BIL_014"
"2019-03-03 18:58:43","ST-702",4,520,"BIL_014"
"2019-03-03 17:58:25","ST-737",66,11230,"BIL_008"
"2019-03-03 18:15:16","ST-1389",52,1530,"BIL_004"
"2019-03-03 18:46:23","ST-723",23,2530,"BIL_006"
"2019-03-03 18:46:46","ST-174",27,3800,"BIL_004"
"2019-03-03 19:01:00","ST-435",13,1850,"BIL_016"
"2019-03-03 19:12:35","ST-952",3,560,"BIL_005"
"2019-03-03 19:21:59","ST-1052",6,1460,"BIL_005"
"2019-03-03 19:11:13","ST-382",27,3550,"BIL_014"
"2019-03-03 19:40:54","ST-936",4,670,"BIL_005"
"2019-03-03 19:49:01","ST-486",2,410,"BIL_004"
"2019-03-03 18:36:15","ST-724",74,6000,"BIL_015"
"2019-03-03 19:54:21","ST-713",12,1880,"BIL_012"
"2019-03-03 19:04:34","ST-692",65,4760,"BIL_006"
"2019-03-03 20:07:41","ST-406",7,2100,"BIL_004"
"2019-03-03 18:32:04","ST-1376",101,7990,"BIL_006"
"2019-03-03 20:12:58","ST-1352",13,2710,"BIL_014"
"2019-03-03 20:15:58","ST-1681",13,2680,"BIL_005"
"2019-03-03 20:13:39","ST-1660",18,2150,"BIL_002"
"2019-03-03 20:29:11","ST-292",11,1040,"BIL_005"
"2019-03-03 20:37:41","ST-1266",3,450,"BIL_004"
"2019-03-03 20:23:06","ST-172",32,4650,"BIL_004"
"2019-03-03 20:02:40","ST-1036",56,9100,"BIL_014"
"2019-03-03 21:01:28","ST-413",3,460,"BIL_016"
"2019-03-03 20:42:01","ST-1273",22,1720,"BIL_005"
"2019-03-03 20:47:35","ST-241",17,3080,"BIL_002"
"2019-03-03 21:03:13","ST-833",9,1250,"BIL_004"
"2019-03-03 19:20:18","ST-1131",113,2380,"BIL_015"
"2019-03-03 19:45:18","ST-1692",88,7280,"BIL_014"
"2019-03-03 21:24:12","ST-408",11,1510,"BIL_014"
"2019-03-03 21:35:48","ST-4",3,590,"BIL_005"
"2019-03-03 20:46:39","ST-20",52,4150,"BIL_016"
"2019-03-03 21:45:21","ST-1394",7,1280,"BIL_004"
"2019-03-03 19:47:01","ST-792",137,24360,"BIL_016"
"2019-03-03 22:07:20","ST-894",3,870,"BIL_004"
"2019-03-03 21:51:19","ST-1065",22,4010,"BIL_002"
"2019-03-03 21:32:42","ST-1714",43,1870,"BIL_006"
"2019-03-03 21:26:00","ST-487",58,7460,"BIL_011"
"2019-03-03 21:49:21","ST-8",52,12180,"BIL_006"
"2019-03-03 22:21:04","ST-972",22,4990,"BIL_002"
