"invoice_no","stock_code","description","quantity","invoice_date","unit_price","customer_id"
"561795","21086","SET/6 RED SPOTTY PAPER CUPS",12,2011-07-29 13:28:00,0.65,12716
"561795","21988","PACK OF 6 SKULL PAPER PLATES",12,2011-07-29 13:28:00,0.85,12716
"561795","21094","SET/6 RED SPOTTY PAPER PLATES",12,2011-07-29 13:28:00,0.85,12716
"561795","22346","PARTY PIZZA DISH GREEN POLKADOT",12,2011-07-29 13:28:00,0.85,12716
"561795","22343","PARTY PIZZA DISH RED RETROSPOT",12,2011-07-29 13:28:00,0.85,12716
"561795","22344","PARTY PIZZA DISH PINK POLKADOT",12,2011-07-29 13:28:00,0.85,12716
"561795","21245","GREEN POLKADOT PLATE",8,2011-07-29 13:28:00,1.69,12716
"561795","21242","RED RETROSPOT PLATE",8,2011-07-29 13:28:00,1.69,12716
"561795","21243","PINK  POLKADOT PLATE",8,2011-07-29 13:28:00,1.69,12716
"561795","22303","COFFEE MUG APPLES DESIGN",6,2011-07-29 13:28:00,2.55,12716
"561795","22302","COFFEE MUG PEARS  DESIGN",6,2011-07-29 13:28:00,2.55,12716
"561795","22894","TABLECLOTH RED APPLES DESIGN",2,2011-07-29 13:28:00,9.95,12716
"561795","22437","SET OF 9 BLACK SKULL BALLOONS",20,2011-07-29 13:28:00,0.85,12716
"561795","22436","12 COLOURED PARTY BALLOONS",20,2011-07-29 13:28:00,0.65,12716
"561795","23238","SET OF 4 KNICK KNACK TINS LONDON",6,2011-07-29 13:28:00,4.15,12716
"561795","23240","SET OF 4 KNICK KNACK TINS DOILEY",6,2011-07-29 13:28:00,4.15,12716
"561795","23308","SET OF 60 VINTAGE LEAF CAKE CASES",24,2011-07-29 13:28:00,0.55,12716
"561795","22608","PENS ASSORTED FUNKY JEWELED",36,2011-07-29 13:28:00,0.19,12716
"561795","21709","FOLDING UMBRELLA CHOCOLATE POLKADOT",4,2011-07-29 13:28:00,4.95,12716
"561795","21238","RED RETROSPOT CUP",8,2011-07-29 13:28:00,0.85,12716
"561795","21239","PINK  POLKADOT CUP",8,2011-07-29 13:28:00,0.85,12716
"561795","21240","BLUE POLKADOT CUP",8,2011-07-29 13:28:00,0.85,12716
"561795","22328","ROUND SNACK BOXES SET OF 4 FRUITS",6,2011-07-29 13:28:00,2.95,12716
"561795","21558","SKULL LUNCH BOX WITH CUTLERY",6,2011-07-29 13:28:00,2.55,12716
"561795","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",6,2011-07-29 13:28:00,2.55,12716
"561795","21706","FOLDING UMBRELLA RED/WHITE POLKADOT",4,2011-07-29 13:28:00,4.95,12716
"561795","20674","GREEN POLKADOT BOWL",8,2011-07-29 13:28:00,1.25,12716
"561795","POST","POSTAGE",3,2011-07-29 13:28:00,18,12716
"561798","22939","APRON APPLE DELIGHT",12,2011-07-29 13:39:00,4.95,14911
"561798","84674","FLYING PIG WATERING CAN",6,2011-07-29 13:39:00,2.95,14911
"561798","85178","VICTORIAN SEWING KIT",12,2011-07-29 13:39:00,1.25,14911
"561798","21259","VICTORIAN SEWING BOX SMALL",6,2011-07-29 13:39:00,5.95,14911
"561798","21169","YOU'RE CONFUSING ME METAL SIGN",36,2011-07-29 13:39:00,1.69,14911
"561798","22413","METAL SIGN TAKE IT OR LEAVE IT",12,2011-07-29 13:39:00,2.95,14911
"561798","21212","PACK OF 72 RETROSPOT CAKE CASES",24,2011-07-29 13:39:00,0.55,14911
"561798","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,2011-07-29 13:39:00,0.55,14911
"561798","84991","60 TEATIME FAIRY CAKE CASES",24,2011-07-29 13:39:00,0.55,14911
"561798","84992","72 SWEETHEART FAIRY CAKE CASES",24,2011-07-29 13:39:00,0.55,14911
"561798","20751","FUNKY WASHING UP GLOVES ASSORTED",12,2011-07-29 13:39:00,2.1,14911
"561798","84988","SET OF 72 PINK HEART PAPER DOILIES",12,2011-07-29 13:39:00,1.45,14911
"561798","22698","PINK REGENCY TEACUP AND SAUCER",6,2011-07-29 13:39:00,2.95,14911
"561798","22697","GREEN REGENCY TEACUP AND SAUCER",6,2011-07-29 13:39:00,2.95,14911
"561798","22699","ROSES REGENCY TEACUP AND SAUCER",6,2011-07-29 13:39:00,2.95,14911
"561798","22725","ALARM CLOCK BAKELIKE CHOCOLATE",4,2011-07-29 13:39:00,3.75,14911
"561798","22728","ALARM CLOCK BAKELIKE PINK",4,2011-07-29 13:39:00,3.75,14911
"561798","22729","ALARM CLOCK BAKELIKE ORANGE",4,2011-07-29 13:39:00,3.75,14911
"561798","22727","ALARM CLOCK BAKELIKE RED",4,2011-07-29 13:39:00,3.75,14911
"561798","85123A","WHITE HANGING HEART T-LIGHT HOLDER",12,2011-07-29 13:39:00,2.95,14911
"561798","22423","REGENCY CAKESTAND 3 TIER",4,2011-07-29 13:39:00,12.75,14911
"561798","23112","PARISIENNE CURIO CABINET",8,2011-07-29 13:39:00,7.5,14911
"561798","23110","PARISIENNE KEY CABINET",16,2011-07-29 13:39:00,4.95,14911
"561798","22423","REGENCY CAKESTAND 3 TIER",4,2011-07-29 13:39:00,12.75,14911
"561798","23245","SET OF 3 REGENCY CAKE TINS",4,2011-07-29 13:39:00,4.95,14911
"561870","22400","MAGNETS PACK OF 4 HOME SWEET HOME",12,2011-07-31 11:45:00,0.39,14911
"561870","22608","PENS ASSORTED FUNKY JEWELED",36,2011-07-31 11:45:00,0.19,14911
"561870","22398","MAGNETS PACK OF 4 SWALLOWS",12,2011-07-31 11:45:00,0.39,14911
"561870","22609","PENS ASSORTED SPACEBALL",36,2011-07-31 11:45:00,0.19,14911
"561870","35933","PINK STOCKING CHRISTMAS DECORATION",10,2011-07-31 11:45:00,0.38,14911
"561870","35911A","MULTICOLOUR RABBIT EGG WARMER",12,2011-07-31 11:45:00,0.85,14911
"561870","47504K","ENGLISH ROSE GARDEN SECATEURS",12,2011-07-31 11:45:00,0.79,14911
"561870","47503A","ASS FLORAL PRINT MULTI SCREWDRIVER",24,2011-07-31 11:45:00,0.42,14911
"561870","84595E","LARGE TORTILLA DESIGN RED BOWL",12,2011-07-31 11:45:00,1.65,14911
"561870","84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL",16,2011-07-31 11:45:00,0.42,14911
"561870","84341B","SMALL PINK MAGIC CHRISTMAS TREE",36,2011-07-31 11:45:00,0.38,14911
"561870","84596F","SMALL MARSHMALLOWS PINK BOWL",16,2011-07-31 11:45:00,0.42,14911
"561870","84875B","GREEN SQUARE COMPACT MIRROR",24,2011-07-31 11:45:00,1.25,14911
"561870","84818","DANISH ROSE PHOTO FRAME",24,2011-07-31 11:45:00,0.79,14911
"561870","84929","ASSTD FRUIT+FLOWERS FRIDGE MAGNETS",24,2011-07-31 11:45:00,0.19,14911
"561870","85213","MINI  ZINC GARDEN DECORATIONS",12,2011-07-31 11:45:00,0.29,14911
"561870","22457","NATURAL SLATE HEART CHALKBOARD",6,2011-07-31 11:45:00,2.95,14911
"561870","21117","BLOND DOLL DOORSTOP",12,2011-07-31 11:45:00,1.25,14911
"561870","22508","DOORSTOP RETROSPOT HEART",4,2011-07-31 11:45:00,3.75,14911
"561870","23153","ZINC SWEETHEART WIRE LETTER RACK",4,2011-07-31 11:45:00,3.75,14911
"561870","21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",12,2011-07-31 11:45:00,1.69,14911
"561870","23298","SPOTTY BUNTING",3,2011-07-31 11:45:00,4.95,14911
"561870","22668","PINK BABY BUNTING",5,2011-07-31 11:45:00,2.95,14911
"561870","21136","PAINTED METAL PEARS ASSORTED",8,2011-07-31 11:45:00,1.69,14911
"561870","84879","ASSORTED COLOUR BIRD ORNAMENT",8,2011-07-31 11:45:00,1.69,14911
"561870","22244","3 HOOK HANGER MAGIC GARDEN",12,2011-07-31 11:45:00,1.95,14911
"561870","21212","PACK OF 72 RETROSPOT CAKE CASES",24,2011-07-31 11:45:00,0.55,14911
"561870","21975","PACK OF 60 DINOSAUR CAKE CASES",24,2011-07-31 11:45:00,0.55,14911
"561870","22417","PACK OF 60 SPACEBOY CAKE CASES",24,2011-07-31 11:45:00,0.55,14911
"561870","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,2011-07-31 11:45:00,0.55,14911
"561870","23293","SET OF 12 FAIRY CAKE BAKING CASES",8,2011-07-31 11:45:00,0.83,14911
"561870","84991","60 TEATIME FAIRY CAKE CASES",24,2011-07-31 11:45:00,0.55,14911
"561870","84992","72 SWEETHEART FAIRY CAKE CASES",24,2011-07-31 11:45:00,0.55,14911
"561870","22367","CHILDRENS APRON SPACEBOY DESIGN",8,2011-07-31 11:45:00,1.95,14911
"561870","21156","RETROSPOT CHILDRENS APRON",8,2011-07-31 11:45:00,1.95,14911
"561870","23243","SET OF TEA COFFEE SUGAR TINS PANTRY",4,2011-07-31 11:45:00,4.95,14911
"561870","21216","SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2011-07-31 11:45:00,4.95,14911
"561870","23168","CLASSIC CAFE SUGAR DISPENSER",12,2011-07-31 11:45:00,1.25,14911
"561870","21218","RED SPOTTY BISCUIT TIN",6,2011-07-31 11:45:00,3.75,14911
"561870","22625","RED KITCHEN SCALES",2,2011-07-31 11:45:00,8.5,14911
"561870","22627","MINT KITCHEN SCALES",2,2011-07-31 11:45:00,8.5,14911
"561870","22720","SET OF 3 CAKE TINS PANTRY DESIGN",6,2011-07-31 11:45:00,4.95,14911
"561870","22348","TEA BAG PLATE RED RETROSPOT",12,2011-07-31 11:45:00,0.85,14911
"561870","22196","SMALL HEART MEASURING SPOONS",12,2011-07-31 11:45:00,0.85,14911
"561870","20754","RETROSPOT RED WASHING UP GLOVES",6,2011-07-31 11:45:00,2.1,14911
"561870","21561","DINOSAUR LUNCH BOX WITH CUTLERY",6,2011-07-31 11:45:00,2.55,14911
"561870","22302","COFFEE MUG PEARS  DESIGN",6,2011-07-31 11:45:00,2.55,14911
"561870","22305","COFFEE MUG PINK PAISLEY DESIGN",6,2011-07-31 11:45:00,2.55,14911
"561870","22304","COFFEE MUG BLUE PAISLEY DESIGN",6,2011-07-31 11:45:00,2.55,14911
"561870","22301","COFFEE MUG CAT + BIRD DESIGN",6,2011-07-31 11:45:00,2.55,14911
"561870","22300","COFFEE MUG DOG + BALL DESIGN",6,2011-07-31 11:45:00,2.55,14911
"561870","84880","WHITE WIRE EGG HOLDER",3,2011-07-31 11:45:00,7.5,14911
"561870","22182","CAKE STAND VICTORIAN FILIGREE SMALL",4,2011-07-31 11:45:00,4.95,14911
"561870","22423","REGENCY CAKESTAND 3 TIER",1,2011-07-31 11:45:00,12.75,14911
"561870","21981","PACK OF 12 WOODLAND TISSUES",24,2011-07-31 11:45:00,0.29,14911
"561870","21985","PACK OF 12 HEARTS DESIGN TISSUES",24,2011-07-31 11:45:00,0.29,14911
"561870","21967","PACK OF 12 SKULL TISSUES",24,2011-07-31 11:45:00,0.29,14911
"561870","21982","PACK OF 12 SUKI TISSUES",24,2011-07-31 11:45:00,0.29,14911
"561870","21980","PACK OF 12 RED RETROSPOT TISSUES",24,2011-07-31 11:45:00,0.29,14911
"561870","22614","PACK OF 12 SPACEBOY TISSUES",24,2011-07-31 11:45:00,0.29,14911
"561870","21986","PACK OF 12 PINK POLKADOT TISSUES",24,2011-07-31 11:45:00,0.29,14911
"561870","22556","PLASTERS IN TIN CIRCUS PARADE",12,2011-07-31 11:45:00,1.65,14911
"561870","21584","RETROSPOT SMALL TUBE MATCHES",20,2011-07-31 11:45:00,1.65,14911
"561870","21878","PACK OF 6 SANDCASTLE FLAGS ASSORTED",12,2011-07-31 11:45:00,0.85,14911
"561870","22650","CERAMIC PIRATE CHEST MONEY BANK",12,2011-07-31 11:45:00,1.45,14911
"561870","22531","MAGIC DRAWING SLATE CIRCUS PARADE",24,2011-07-31 11:45:00,0.42,14911
"561870","16045","POPART WOODEN PENCILS ASST",100,2011-07-31 11:45:00,0.04,14911
"561870","10133","COLOURING PENCILS BROWN TUBE",20,2011-07-31 11:45:00,0.42,14911
"561870","16048","TEATIME ROUND PENCIL SHARPENER",24,2011-07-31 11:45:00,0.12,14911
"561870","16054","POPART RECT PENCIL SHARPENER ASST",36,2011-07-31 11:45:00,0.12,14911
"561870","16219","HOUSE SHAPE PENCIL SHARPENER",48,2011-07-31 11:45:00,0.06,14911
"561870","20984","12 PENCILS TALL TUBE POSY",24,2011-07-31 11:45:00,0.29,14911
"561870","20992","JAZZ HEARTS PURSE NOTEBOOK",24,2011-07-31 11:45:00,0.39,14911
"561870","21162","TOXIC AREA  DOOR HANGER",24,2011-07-31 11:45:00,0.39,14911
"561870","21642","ASSORTED TUTTI FRUTTI PEN",24,2011-07-31 11:45:00,0.29,14911
"561870","21845","DAIRY MAID STRIPE MUG",36,2011-07-31 11:45:00,0.79,14911
"561870","21993","FLORAL FOLK STATIONERY SET",12,2011-07-31 11:45:00,1.25,14911
"561870","21990","MODERN FLORAL STATIONERY SET",12,2011-07-31 11:45:00,1.25,14911
"561870","22092","BLUE PAISLEY TISSUE BOX",36,2011-07-31 11:45:00,0.39,14911
"561870","22097","SWALLOW SQUARE TISSUE BOX",72,2011-07-31 11:45:00,0.39,14911
"561898","84836","ZINC METAL HEART DECORATION",12,2011-07-31 15:25:00,1.25,12456
"561898","82484","WOOD BLACK BOARD ANT WHITE FINISH",2,2011-07-31 15:25:00,7.95,12456
"561898","82486","WOOD S/3 CABINET ANT WHITE FINISH",2,2011-07-31 15:25:00,8.95,12456
"561898","84832","ZINC WILLIE WINKIE  CANDLE STICK",12,2011-07-31 15:25:00,0.85,12456
"561898","22467","GUMBALL COAT RACK",36,2011-07-31 15:25:00,2.1,12456
"561898","22426","ENAMEL WASH BOWL CREAM",4,2011-07-31 15:25:00,3.75,12456
"561898","22427","ENAMEL FLOWER JUG CREAM",3,2011-07-31 15:25:00,5.95,12456
"561898","23250","VINTAGE RED TRIM ENAMEL BOWL",12,2011-07-31 15:25:00,1.25,12456
"561898","22423","REGENCY CAKESTAND 3 TIER",16,2011-07-31 15:25:00,10.95,12456
"561898","23245","SET OF 3 REGENCY CAKE TINS",4,2011-07-31 15:25:00,4.95,12456
"561898","23161","REGENCY CAKE FORK",12,2011-07-31 15:25:00,1.25,12456
"561898","23160","REGENCY TEA SPOON",24,2011-07-31 15:25:00,1.25,12456
"561898","23198","PANTRY MAGNETIC  SHOPPING LIST",12,2011-07-31 15:25:00,1.45,12456
"561898","23020","GLASS  SONGBIRD STORAGE JAR",4,2011-07-31 15:25:00,12.5,12456
"561898","23169","CLASSIC GLASS COOKIE JAR",6,2011-07-31 15:25:00,4.15,12456
"561898","23196","VINTAGE LEAF MAGNETIC NOTEPAD",12,2011-07-31 15:25:00,1.45,12456
"561898","22492","MINI PAINT SET VINTAGE",36,2011-07-31 15:25:00,0.65,12456
"561898","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,2011-07-31 15:25:00,0.29,12456
"561898","21915","RED  HARMONICA IN BOX",12,2011-07-31 15:25:00,1.25,12456
"561898","22619","SET OF 6 SOLDIER SKITTLES",4,2011-07-31 15:25:00,3.75,12456
"561898","22554","PLASTERS IN TIN WOODLAND ANIMALS",36,2011-07-31 15:25:00,1.65,12456
"561898","22555","PLASTERS IN TIN STRONGMAN",24,2011-07-31 15:25:00,1.65,12456
"561898","22531","MAGIC DRAWING SLATE CIRCUS PARADE",24,2011-07-31 15:25:00,0.42,12456
"561898","22418","10 COLOUR SPACEBOY PEN",24,2011-07-31 15:25:00,0.85,12456
"561898","22551","PLASTERS IN TIN SPACEBOY",24,2011-07-31 15:25:00,1.65,12456
"561898","23120","PACK OF 6 SMALL FRUIT STRAWS",24,2011-07-31 15:25:00,0.42,12456
"561898","22801","ANTIQUE GLASS PEDESTAL BOWL",4,2011-07-31 15:25:00,3.75,12456
"561898","22800","ANTIQUE TALL SWIRLGLASS TRINKET POT",4,2011-07-31 15:25:00,3.75,12456
"561898","22077","6 RIBBONS RUSTIC CHARM",12,2011-07-31 15:25:00,1.65,12456
"561898","22082","RIBBON REEL STRIPES DESIGN",10,2011-07-31 15:25:00,1.65,12456
"561898","85049H","URBAN BLACK RIBBONS",12,2011-07-31 15:25:00,1.25,12456
"561898","21683","MEDIUM MEDINA STAMPED METAL BOWL",12,2011-07-31 15:25:00,2.95,12456
"561898","21684","SMALL MEDINA STAMPED METAL BOWL",12,2011-07-31 15:25:00,0.85,12456
"561898","21682","LARGE MEDINA STAMPED METAL BOWL",4,2011-07-31 15:25:00,4.95,12456
"561898","22299","PIG KEYRING WITH LIGHT & SOUND",24,2011-07-31 15:25:00,1.25,12456
"561898","22398","MAGNETS PACK OF 4 SWALLOWS",12,2011-07-31 15:25:00,0.39,12456
"561898","22403","MAGNETS PACK OF 4 VINTAGE LABELS",12,2011-07-31 15:25:00,0.39,12456
"561898","20984","12 PENCILS TALL TUBE POSY",24,2011-07-31 15:25:00,0.29,12456
"561898","85017B","ENVELOPE 50 BLOSSOM IMAGES",12,2011-07-31 15:25:00,0.42,12456
"561898","16016","LARGE CHINESE STYLE SCISSOR",10,2011-07-31 15:25:00,0.85,12456
"561898","22331","WOODLAND PARTY BAG + STICKER SET",8,2011-07-31 15:25:00,1.65,12456
"561898","21135","VICTORIAN  METAL POSTCARD SPRING",8,2011-07-31 15:25:00,1.69,12456
"561898","84879","ASSORTED COLOUR BIRD ORNAMENT",8,2011-07-31 15:25:00,1.69,12456
"561898","22182","CAKE STAND VICTORIAN FILIGREE SMALL",4,2011-07-31 15:25:00,4.95,12456
"561898","POST","POSTAGE",7,2011-07-31 15:25:00,40,12456
"561901","84378","SET OF 3 HEART COOKIE CUTTERS",288,2011-07-31 15:42:00,1.25,14156
"561901","22667","RECIPE BOX RETROSPOT",408,2011-07-31 15:42:00,2.55,14156
"561901","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",320,2011-07-31 15:42:00,2.95,14156
"561901","21212","PACK OF 72 RETROSPOT CAKE CASES",360,2011-07-31 15:42:00,0.55,14156
"561901","21533","RETROSPOT LARGE MILK JUG",156,2011-07-31 15:42:00,4.95,14156
"561901","21843","RED RETROSPOT CAKE STAND",216,2011-07-31 15:42:00,10.95,14156
"561901","23166","MEDIUM CERAMIC TOP STORAGE JAR",288,2011-07-31 15:42:00,1.25,14156
"561901","23186","FRENCH STYLE STORAGE JAR CAFE",288,2011-07-31 15:42:00,1.04,14156
"561901","22666","RECIPE BOX PANTRY YELLOW DESIGN",408,2011-07-31 15:42:00,2.95,14156
"561901","22960","JAM MAKING SET WITH JARS",204,2011-07-31 15:42:00,4.25,14156
"561901","22961","JAM MAKING SET PRINTED",288,2011-07-31 15:42:00,1.45,14156
"561901","22413","METAL SIGN TAKE IT OR LEAVE IT",240,2011-07-31 15:42:00,2.95,14156
"561901","22950","36 DOILIES VINTAGE CHRISTMAS",288,2011-07-31 15:42:00,1.45,14156
"561901","22584","PACK OF 6 PANNETONE GIFT BOXES",288,2011-07-31 15:42:00,2.55,14156
"561901","22797","CHEST OF DRAWERS GINGHAM HEART",30,2011-07-31 15:42:00,16.95,14156
"561901","22582","PACK OF 6 SWEETIE GIFT BOXES",288,2011-07-31 15:42:00,2.55,14156
"561901","22296","HEART IVORY TRELLIS LARGE",216,2011-07-31 15:42:00,1.65,14156
"561901","22151","PLACE SETTING WHITE HEART",432,2011-07-31 15:42:00,0.42,14156
"561901","23131","MISELTOE HEART WREATH CREAM",240,2011-07-31 15:42:00,4.15,14156
"561911","22652","TRAVEL SEWING KIT",10,2011-08-01 10:26:00,1.65,12534
"561911","85049E","SCANDINAVIAN REDS RIBBONS",12,2011-08-01 10:26:00,1.25,12534
"561911","22077","6 RIBBONS RUSTIC CHARM",12,2011-08-01 10:26:00,1.65,12534
"561911","22082","RIBBON REEL STRIPES DESIGN",10,2011-08-01 10:26:00,1.65,12534
"561911","85049H","URBAN BLACK RIBBONS",12,2011-08-01 10:26:00,1.25,12534
"561911","22150","3 STRIPEY MICE FELTCRAFT",6,2011-08-01 10:26:00,1.95,12534
"561911","22668","PINK BABY BUNTING",5,2011-08-01 10:26:00,2.95,12534
"561911","21672","WHITE SPOT RED CERAMIC DRAWER KNOB",12,2011-08-01 10:26:00,1.25,12534
"561911","21668","RED STRIPE CERAMIC DRAWER KNOB",12,2011-08-01 10:26:00,1.25,12534
"561911","21669","BLUE STRIPE CERAMIC DRAWER KNOB",12,2011-08-01 10:26:00,1.25,12534
"561911","23028","DRAWER KNOB CRACKLE GLAZE BLUE",6,2011-08-01 10:26:00,1.65,12534
"561911","23029","DRAWER KNOB CRACKLE GLAZE GREEN",6,2011-08-01 10:26:00,1.65,12534
"561911","23031","DRAWER KNOB CRACKLE GLAZE PINK",6,2011-08-01 10:26:00,1.65,12534
"561911","21670","BLUE SPOT CERAMIC DRAWER KNOB",12,2011-08-01 10:26:00,1.25,12534
"561911","22469","HEART OF WICKER SMALL",12,2011-08-01 10:26:00,1.65,12534
"561911","23321","SMALL WHITE HEART OF WICKER",12,2011-08-01 10:26:00,1.65,12534
"561911","84879","ASSORTED COLOUR BIRD ORNAMENT",8,2011-08-01 10:26:00,1.69,12534
"561911","22989","SET 2 PANTRY DESIGN TEA TOWELS",6,2011-08-01 10:26:00,3.25,12534
"561911","22937","BAKING MOULD CHOCOLATE CUPCAKES",6,2011-08-01 10:26:00,2.55,12534
"561911","21154","RED RETROSPOT OVEN GLOVE",10,2011-08-01 10:26:00,1.25,12534
"561911","35810A","ENAMEL PINK COFFEE CONTAINER",12,2011-08-01 10:26:00,0.83,12534
"561911","23134","LARGE ZINC HEART WALL ORGANISER",2,2011-08-01 10:26:00,8.25,12534
"561911","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,2011-08-01 10:26:00,0.55,12534
"561911","21976","PACK OF 60 MUSHROOM CAKE CASES",24,2011-08-01 10:26:00,0.55,12534
"561911","23297","SET 40 HEART SHAPE PETIT FOUR CASES",16,2011-08-01 10:26:00,1.65,12534
"561911","22558","CLOTHES PEGS RETROSPOT PACK 24",12,2011-08-01 10:26:00,1.65,12534
"561911","23245","SET OF 3 REGENCY CAKE TINS",4,2011-08-01 10:26:00,4.95,12534
"561911","22196","SMALL HEART MEASURING SPOONS",12,2011-08-01 10:26:00,0.85,12534
"561911","23108","SET OF 10 LED DOLLY LIGHTS",2,2011-08-01 10:26:00,6.25,12534
"561911","22180","RETROSPOT LAMP",4,2011-08-01 10:26:00,9.95,12534
"561911","22554","PLASTERS IN TIN WOODLAND ANIMALS",12,2011-08-01 10:26:00,1.65,12534
"561911","21197","MULTICOLOUR  CONFETTI IN TUBE",12,2011-08-01 10:26:00,1.65,12534
"561911","21700","BIG DOUGHNUT FRIDGE MAGNETS",12,2011-08-01 10:26:00,0.85,12534
"561911","20977","36 PENCILS TUBE WOODLAND",16,2011-08-01 10:26:00,1.25,12534
"561911","22505","MEMO BOARD COTTAGE DESIGN",4,2011-08-01 10:26:00,4.95,12534
"561911","20997","ROSE DU SUD CUSHION COVER",6,2011-08-01 10:26:00,4.95,12534
"561911","23286","BLUE VINTAGE SPOT BEAKER",8,2011-08-01 10:26:00,0.85,12534
"561911","23285","PINK VINTAGE SPOT BEAKER",8,2011-08-01 10:26:00,0.85,12534
"561911","85014A","BLACK/BLUE POLKADOT UMBRELLA",3,2011-08-01 10:26:00,5.95,12534
"561911","22129","PARTY CONES CANDY TREE DECORATION",12,2011-08-01 10:26:00,0.85,12534
"561911","21577","SAVE THE PLANET COTTON TOTE BAG",6,2011-08-01 10:26:00,2.25,12534
"561911","21578","WOODLAND DESIGN  COTTON TOTE BAG",6,2011-08-01 10:26:00,2.25,12534
"561911","20718","RED RETROSPOT SHOPPER BAG",10,2011-08-01 10:26:00,1.25,12534
"561911","84970L","SINGLE HEART ZINC T-LIGHT HOLDER",12,2011-08-01 10:26:00,0.95,12534
"561911","84970S","HANGING HEART ZINC T-LIGHT HOLDER",12,2011-08-01 10:26:00,0.85,12534
"561911","84978","HANGING HEART JAR T-LIGHT HOLDER",12,2011-08-01 10:26:00,1.25,12534
"561911","21666","RIDGED GLASS T-LIGHT HOLDER",12,2011-08-01 10:26:00,0.65,12534
"561911","22791","T-LIGHT GLASS FLUTED ANTIQUE",12,2011-08-01 10:26:00,1.25,12534
"561911","84946","ANTIQUE SILVER T-LIGHT GLASS",12,2011-08-01 10:26:00,1.25,12534
"561911","21124","SET/10 BLUE POLKADOT PARTY CANDLES",24,2011-08-01 10:26:00,1.25,12534
"561911","21122","SET/10 PINK POLKADOT PARTY CANDLES",24,2011-08-01 10:26:00,1.25,12534
"561911","21500","PINK POLKADOT WRAP",25,2011-08-01 10:26:00,0.42,12534
"561911","21498","RED RETROSPOT WRAP",25,2011-08-01 10:26:00,0.42,12534
"561911","21499","BLUE POLKADOT WRAP",25,2011-08-01 10:26:00,0.42,12534
"561911","21735","TWO DOOR CURIO CABINET",2,2011-08-01 10:26:00,12.75,12534
"561911","21894","POTTING SHED SEED ENVELOPES",12,2011-08-01 10:26:00,1.25,12534
"561911","85161","ACRYLIC GEOMETRIC LAMP",1,2011-08-01 10:26:00,18.95,12534
"561911","22487","WHITE WOOD GARDEN PLANT LADDER",2,2011-08-01 10:26:00,9.95,12534
"561911","15058A","BLUE POLKADOT GARDEN PARASOL",2,2011-08-01 10:26:00,7.95,12534
"561911","15058B","PINK POLKADOT GARDEN PARASOL",2,2011-08-01 10:26:00,7.95,12534
"561911","22962","JAM JAR WITH PINK LID",12,2011-08-01 10:26:00,0.85,12534
"561911","84819","DANISH ROSE ROUND SEWING BOX",3,2011-08-01 10:26:00,4.25,12534
"561911","POST","POSTAGE",6,2011-08-01 10:26:00,18,12534
"562034","20979","36 PENCILS TUBE RED RETROSPOT",16,2011-08-02 09:14:00,1.25,12449
"562034","20977","36 PENCILS TUBE WOODLAND",16,2011-08-02 09:14:00,1.25,12449
"562034","22759","SET OF 3 NOTEBOOKS IN PARCEL",12,2011-08-02 09:14:00,1.65,12449
"562034","20770","ABSTRACT CIRCLE JOURNAL",6,2011-08-02 09:14:00,2.55,12449
"562034","20764","ABSTRACT CIRCLES SKETCHBOOK",4,2011-08-02 09:14:00,3.75,12449
"562034","23241","TREASURE TIN GYMKHANA DESIGN",6,2011-08-02 09:14:00,2.08,12449
"562034","23236","DOILEY STORAGE TIN",6,2011-08-02 09:14:00,2.89,12449
"562034","23240","SET OF 4 KNICK KNACK TINS DOILEY",6,2011-08-02 09:14:00,4.15,12449
"562034","21915","RED  HARMONICA IN BOX",12,2011-08-02 09:14:00,1.25,12449
"562034","23229","VINTAGE DONKEY TAIL GAME",6,2011-08-02 09:14:00,3.75,12449
"562034","21889","WOODEN BOX OF DOMINOES",12,2011-08-02 09:14:00,1.25,12449
"562034","21912","VINTAGE SNAKES & LADDERS",4,2011-08-02 09:14:00,3.75,12449
"562034","22635","CHILDS BREAKFAST SET DOLLY GIRL",2,2011-08-02 09:14:00,9.95,12449
"562034","20665","RED RETROSPOT PURSE",6,2011-08-02 09:14:00,2.95,12449
"562034","21770","OPEN CLOSED METAL SIGN",8,2011-08-02 09:14:00,4.95,12449
"562034","22727","ALARM CLOCK BAKELIKE RED",8,2011-08-02 09:14:00,3.75,12449
"562034","22726","ALARM CLOCK BAKELIKE GREEN",8,2011-08-02 09:14:00,3.75,12449
"562034","22729","ALARM CLOCK BAKELIKE ORANGE",4,2011-08-02 09:14:00,3.75,12449
"562034","22725","ALARM CLOCK BAKELIKE CHOCOLATE",4,2011-08-02 09:14:00,3.75,12449
"562034","84659A","WHITE TRAVEL ALARM CLOCK",6,2011-08-02 09:14:00,2.55,12449
"562034","22192","BLUE DINER WALL CLOCK",2,2011-08-02 09:14:00,8.5,12449
